source_file,action,source_rank,word,lemma,pos,form_type,sense_id,meaning_ja,level,importance,category,note,note2,center_word_original,center_pos,center_pmw,review_reason,suggested_level,level_reason,reference_meaning_ja
auto,add,926,slightly,slightly,adverb,base,1,わずかに,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_high_word_list,slightly,RB,100+,,high_school,matched_high_word_list,わずかに
auto,add,928,strategy,strategy,noun,base,1,戦略,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,strategy,NN,100+,,high_school,matched_high_word_list,戦略
review,add,929,teenager,teenager,adjective,comparative,1,十代,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJR; center_pmw=100+; matched_high_word_list,teenager,JJR,100+,pos_review,high_school,matched_high_word_list,十代
auto,add,933,advance,advance,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,advance,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,934,basic,basic,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,basic,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,935,character,character,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,character,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,936,communication,communication,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,communication,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,937,conduct,conduct,noun,base,1,行為,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,conduct,NN,100+,,high_school,matched_high_word_list,行為
review,add,938,data,data,noun,plural,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NNS; center_pmw=100+; not_found_in_junior_or_high_word_lists,data,NNS,100+,pos_review,review,not_found_in_junior_or_high_word_lists,
auto,add,939,decision,decision,noun,base,1,決定,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,decision,NN,100+,,junior_high,matched_junior_word_list,決定
auto,add,940,decrease,decrease,noun,base,1,減少する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,decrease,NN,100+,,junior_high,matched_junior_word_list,減少する
auto,add,943,email,email,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,email,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,944,fear,fear,noun,base,1,恐れる,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,fear,NN,100+,,high_school,matched_high_word_list,恐れる
auto,add,950,leader,leader,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,leader,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,952,muscle,muscle,noun,base,1,筋肉,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,muscle,NN,100+,,high_school,matched_high_word_list,筋肉
auto,add,953,nearly,nearly,adverb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; not_found_in_junior_or_high_word_lists,nearly,RB,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,954,opposite,opposite,adjective,base,1,反対の,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,opposite,JJ,100+,,high_school,matched_high_word_list,反対の
auto,add,956,project,project,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,project,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,957,source,source,noun,base,1,源,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,source,NN,100+,,high_school,matched_high_word_list,源
auto,add,960,taste,taste,noun,base,1,味,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,taste,NN,100+,,high_school,matched_high_word_list,味
auto,add,962,variety,variety,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,variety,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,963,ancient,ancient,adjective,base,1,古代の,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,ancient,JJ,100+,,junior_high,matched_junior_word_list,古代の
auto,add,971,effort,effort,noun,base,1,努力,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,effort,NN,100+,,junior_high,matched_junior_word_list,努力
auto,add,973,european,european,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,european,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,977,image,image,noun,base,1,画像，印象,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,image,NN,100+,,junior_high,matched_junior_word_list,画像，印象
auto,add,978,involve,involve,verb,base,1,巻き込む,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,involve,VV,100+,,high_school,matched_high_word_list,巻き込む
auto,add,980,laser,laser,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,laser,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,988,ordinary,ordinary,adjective,base,1,ふつうの,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,ordinary,JJ,100+,,junior_high,matched_junior_word_list,ふつうの
auto,add,989,pattern,pattern,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,pattern,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,990,performance,performance,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,performance,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,992,rodent,rodent,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,rodent,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,994,self,self,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,self,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,995,species,species,noun,plural,1,種,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NNS; center_pmw=100+; matched_junior_word_list,species,NNS,100+,pos_review,junior_high,matched_junior_word_list,種
auto,add,996,term,term,noun,base,1,期間,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,term,NN,100+,,high_school,matched_high_word_list,期間
auto,add,1000,access,access,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,access,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,1001,brazil,brazil,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+; not_found_in_junior_or_high_word_lists,Brazil,NP,100+,pos_review;proper_noun,review,not_found_in_junior_or_high_word_lists,
auto,add,1003,elderly,elderly,adjective,base,1,年配の,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,elderly,JJ,100+,,junior_high,matched_junior_word_list,年配の
auto,add,1004,essential,essential,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,essential,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1006,gain,gain,noun,base,1,得る,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,gain,NN,100+,,high_school,matched_high_word_list,得る
auto,add,1007,global,global,adjective,base,1,地球の,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,global,JJ,100+,,high_school,matched_high_word_list,地球の
auto,add,1008,hate,hate,verb,base,1,ひどく嫌う,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=100+; matched_high_word_list,hate,VVP,100+,,high_school,matched_high_word_list,ひどく嫌う
review,add,1010,helping,helping,verb,present_participle,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVG; center_pmw=100+; not_found_in_junior_or_high_word_lists,helping,VVG,100+,pos_review,review,not_found_in_junior_or_high_word_lists,
auto,add,1012,knowledge,knowledge,noun,base,1,知識,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,knowledge,NN,100+,,junior_high,matched_junior_word_list,知識
auto,add,1013,lack,lack,noun,base,1,不足,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,lack,NN,100+,,high_school,matched_high_word_list,不足
auto,add,1014,medical,medical,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,medical,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,1016,moving,moving,verb,present_participle,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVG; center_pmw=100+; not_found_in_junior_or_high_word_lists,moving,VVG,100+,pos_review,review,not_found_in_junior_or_high_word_lists,
auto,add,1018,peter,peter,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,peter,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1019,respect,respect,noun,base,1,を尊敬する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,respect,NN,100+,,junior_high,matched_junior_word_list,を尊敬する
auto,add,1022,simply,simply,adverb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; not_found_in_junior_or_high_word_lists,simply,RB,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1024,survive,survive,verb,base,1,生き残る,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,survive,VV,100+,,junior_high,matched_junior_word_list,生き残る
auto,add,1029,bother,bother,verb,base,1,面倒,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,bother,VV,100+,,junior_high,matched_junior_word_list,面倒
auto,add,1030,cell,cell,noun,base,1,細胞,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,cell,NN,100+,,high_school,matched_high_word_list,細胞
auto,add,1031,coal,coal,noun,base,1,石炭,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,coal,NN,100+,,junior_high,matched_junior_word_list,石炭
auto,add,1033,direction,direction,noun,base,1,方向,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,direction,NN,100+,,high_school,matched_high_word_list,方向
auto,add,1034,dot,dot,noun,base,1,点,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,dot,NN,100+,,junior_high,matched_junior_word_list,点
auto,add,1038,general,general,adjective,base,1,一般的な,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,general,JJ,100+,,junior_high,matched_junior_word_list,一般的な
auto,add,1039,immediately,immediately,adverb,base,1,即座に,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_high_word_list,immediately,RB,100+,,high_school,matched_high_word_list,即座に
auto,add,1040,impossible,impossible,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,impossible,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1041,jenny,jenny,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,jenny,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1047,patient,patient,noun,base,1,我慢強い,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,patient,NN,100+,,high_school,matched_high_word_list,我慢強い
auto,add,1049,pull,pull,verb,base,1,を引く,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,pull,VV,100+,,junior_high,matched_junior_word_list,を引く
auto,add,1051,relate,relate,verb,base,1,を～に関係させる,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=100+; matched_junior_word_list,relate,VVP,100+,,junior_high,matched_junior_word_list,を～に関係させる
auto,add,1052,responsibility,responsibility,noun,base,1,責任,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,responsibility,NN,100+,,high_school,matched_high_word_list,責任
auto,add,1053,steal,steal,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; not_found_in_junior_or_high_word_lists,steal,VV,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1055,understanding,understanding,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,understanding,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1058,adjust,adjust,verb,base,1,調節する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,adjust,VV,100+,,high_school,matched_high_word_list,調節する
auto,add,1061,button,button,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,button,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1062,challenge,challenge,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,challenge,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1063,cheap,cheap,adjective,base,1,安い,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,cheap,JJ,100+,,junior_high,matched_junior_word_list,安い
auto,add,1064,completely,completely,adverb,base,1,完全に,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_high_word_list,completely,RB,100+,,high_school,matched_high_word_list,完全に
auto,add,1065,contrast,contrast,noun,base,1,対照,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,contrast,NN,100+,,high_school,matched_high_word_list,対照
auto,add,1066,correct,correct,adjective,base,1,正解,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,correct,JJ,100+,,high_school,matched_high_word_list,正解
auto,add,1067,designer,designer,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,designer,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1070,earn,earn,verb,base,1,をかせぐ,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,earn,VV,100+,,junior_high,matched_junior_word_list,をかせぐ
auto,add,1071,equipment,equipment,noun,base,1,装置,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,equipment,NN,100+,,high_school,matched_high_word_list,装置
auto,add,1072,everyday,everyday,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,everyday,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1073,examine,examine,verb,base,1,検査する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,examine,VV,100+,,high_school,matched_high_word_list,検査する
auto,add,1074,exist,exist,verb,base,1,存在する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,exist,VV,100+,,high_school,matched_high_word_list,存在する
auto,add,1076,function,function,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,function,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1080,hiker,hiker,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,hiker,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1082,import,import,noun,base,1,を輸入する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,import,NN,100+,,junior_high,matched_junior_word_list,を輸入する
auto,add,1085,laughter,laughter,noun,base,1,笑い,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,laughter,NN,100+,,high_school,matched_high_word_list,笑い
auto,add,1086,locate,locate,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; not_found_in_junior_or_high_word_lists,locate,VV,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1087,missy,missy,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,missy,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1090,psychologist,psychologist,noun,base,1,心理学者,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,psychologist,NN,100+,,high_school,matched_high_word_list,心理学者
auto,add,1093,relax,relax,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; not_found_in_junior_or_high_word_lists,relax,VV,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1095,single,single,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,single,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1096,surface,surface,noun,base,1,表面,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,surface,NN,100+,,high_school,matched_high_word_list,表面
auto,add,1097,surprise,surprise,noun,base,1,驚くべきこと,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,surprise,NN,100+,,junior_high,matched_junior_word_list,驚くべきこと
auto,add,1098,swimming,swimming,noun,base,1,水泳,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,swimming,NN,100+,,junior_high,matched_junior_word_list,水泳
auto,add,1103,apply,apply,verb,base,1,当てはまる,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,apply,VV,100+,,junior_high,matched_junior_word_list,当てはまる
auto,add,1104,appropriate,appropriate,adjective,base,1,適当な,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,appropriate,JJ,100+,,high_school,matched_high_word_list,適当な
auto,add,1105,attend,attend,verb,base,1,に通う，に出席する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,attend,VV,100+,,junior_high,matched_junior_word_list,に通う，に出席する
auto,add,1106,balance,balance,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,balance,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1109,burn,burn,noun,base,1,を燃やす,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,burn,NN,100+,,junior_high,matched_junior_word_list,を燃やす
auto,add,1110,carol,carol,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,carol,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1111,count,count,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,count,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,1112,cox,cox,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+; not_found_in_junior_or_high_word_lists,Cox,NP,100+,pos_review;proper_noun,review,not_found_in_junior_or_high_word_lists,
auto,add,1114,diet,diet,noun,base,1,食事,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,diet,NN,100+,,high_school,matched_high_word_list,食事
auto,add,1118,explanation,explanation,noun,base,1,説明,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,explanation,NN,100+,,high_school,matched_high_word_list,説明
auto,add,1119,fashion,fashion,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,fashion,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1120,fix,fix,noun,base,1,固定する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,fix,NN,100+,,high_school,matched_high_word_list,固定する
auto,add,1124,handle,handle,verb,base,1,を処理する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,handle,VV,100+,,junior_high,matched_junior_word_list,を処理する
auto,add,1125,hang,hang,verb,base,1,つるす,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,hang,VV,100+,,high_school,matched_high_word_list,つるす
auto,add,1126,hardly,hardly,adverb,base,1,ほとんどない,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_high_word_list,hardly,RB,100+,,high_school,matched_high_word_list,ほとんどない
auto,add,1128,hike,hike,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,hike,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1130,joke,joke,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,joke,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1133,note,note,noun,base,1,紙幣,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,note,NN,100+,,junior_high,matched_junior_word_list,紙幣
auto,add,1134,overseas,overseas,adverb,base,1,海外の,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_junior_word_list,overseas,RB,100+,,junior_high,matched_junior_word_list,海外の
review,add,1138,surrounding,surrounding,verb,present_participle,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVG; center_pmw=100+; not_found_in_junior_or_high_word_lists,surrounding,VVG,100+,pos_review,review,not_found_in_junior_or_high_word_lists,
auto,add,1140,theory,theory,noun,base,1,理論,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,theory,NN,100+,,high_school,matched_high_word_list,理論
auto,add,1141,thus,thus,adverb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; not_found_in_junior_or_high_word_lists,thus,RB,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1142,truck,truck,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,truck,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,1144,uk,uk,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+; not_found_in_junior_or_high_word_lists,UK,NP,100+,pos_review;acronym;proper_noun,review,not_found_in_junior_or_high_word_lists,
auto,add,1146,vinegar,vinegar,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,vinegar,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1148,aspect,aspect,noun,base,1,局面,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,aspect,NN,100+,,high_school,matched_high_word_list,局面
auto,add,1151,consumption,consumption,noun,base,1,消費,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,consumption,NN,100+,,high_school,matched_high_word_list,消費
auto,add,1153,degree,degree,noun,base,1,程度,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,degree,NN,100+,,high_school,matched_high_word_list,程度
auto,add,1155,destination,destination,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,destination,NN,100+,,review,not_found_in_junior_or_high_word_lists,
