action,source_rank,word,lemma,pos,form_type,sense_id,meaning_ja,level,importance,category,note,Note2
add,1204,fifteen,fifteen,numeral,base,1,15・十五,junior_high,1,,基数,
add,1203,fifteenth,fifteenth,ordinal,base,1,15番目の,junior_high,1,基本語,191基本語由来。序数として正本追加,
add,1193,fifth,fifth,ordinal,base,1,5番目の,junior_high,1,基本語,191基本語由来。序数として正本追加,
add,1123,fifty,fifty,numeral,base,1,50・五十,junior_high,1,,基数,
add,1057,fight,fight,verb,base,1,戦う,junior_high,1,,,不規則活用。正本追加候補あり
add,1019,fill,fill,verb,base,1,いっぱいにする,junior_high,1,,,規則活用。自動生成候補
add,891,film,film,noun,base,1,映画・フィルム,junior_high,1,,,
add,1112,final,final,adjective,base,1,最後の,junior_high,2,,,more/most 型で扱う候補。単語形としては追加しない
add,1130,finally,finally,adverb,base,1,ついに・最後に,junior_high,1,,,比較級・最上級を単語形として追加する必要性は低い
add,660,find,find,verb,base,1,見つける,junior_high,1,,,不規則活用。正本追加候補あり
add,273,fine,fine,adjective,base,1,元気な・晴れた,junior_high,1,,,e終わり。r/st 付加で自動生成候補
add_pos_variant,1172,fine,fine,adverb,base,1,うまく・元気に,junior_high,1,,形容詞 fine とは別,比較級・最上級を単語形として追加する必要性は低い
add,36,finger,finger,noun,base,1,指,junior_high,1,,,
add,756,finish,finish,verb,base,1,終える,junior_high,1,,,規則活用。自動生成候補
add,572,fire,fire,noun,base,1,火,junior_high,1,,,
add,73,first,first,ordinal,base,1,第1の・最初の,junior_high,1,,序数詞。名詞・形容詞・副詞的にも使う,
add,68,fish,fish,noun,base,1,魚,junior_high,1,,,単複同形
add,882,fishing,fishing,noun,present_participle,1,魚釣り,junior_high,1,,動詞 fish のing形由来の名詞,
add,152,five,five,numeral,base,1,5・五つ,junior_high,1,,基数,
add,1069,flat,flat,adjective,base,1,平らな,junior_high,2,,,規則比較級・最上級として自動生成候補
add,,flew,fly,verb,past,1,飛ぶ・飛行機で行く（過去形）,junior_high,1,,fly の過去形,
add,890,flight,flight,noun,base,1,飛行・フライト,junior_high,2,,,
add,22,floor,floor,noun,base,1,床・階,junior_high,1,,,
add,69,flower,flower,noun,base,1,花,junior_high,1,,,
add,,flown,fly,verb,past_participle,1,飛ぶ・飛行機で行く（過去分詞）,junior_high,1,,fly の過去分詞,
add,2178,flute,flute,noun,base,1,フルート,junior_high,1,,,
add,670,fly,fly,verb,base,1,飛ぶ・飛行機で行く,junior_high,1,,,不規則活用。正本追加候補あり
add,1125,fond,fond,adjective,base,1,好きで,junior_high,2,,be fond of でよく使う,規則比較級・最上級として自動生成候補
add,46,food,food,noun,base,1,食べ物,junior_high,1,,,不可算・可算両用。foods もあり
add,630,fool,fool,noun,base,1,愚か者,junior_high,2,,,
add,797,foolish,foolish,adjective,base,1,愚かな,junior_high,2,,,more/most 型で扱う候補。単語形としては追加しない
add,37,foot,foot,noun,base,1,足,junior_high,1,,,foot の不規則複数形
add,537,football,football,noun,base,1,フットボール・サッカー,junior_high,1,,,
add,11,for,for,preposition,base,1,〜のために・〜に向けて,junior_high,1,,目的・対象・期間などを表す,
add,864,forest,forest,noun,base,1,森・森林,junior_high,2,,,
add,1143,forever,forever,adverb,base,1,永遠に,junior_high,2,,,比較級・最上級を単語形として追加する必要性は低い
add,663,forget,forget,verb,base,1,忘れる,junior_high,1,,,不規則活用。正本追加候補あり
add,,forgot,forget,verb,past,1,忘れる（過去形）,junior_high,1,,forget の過去形,
add,,forgotten,forget,verb,past_participle,1,忘れる（過去分詞）,junior_high,1,,forget の過去分詞,
add,412,fork,fork,noun,base,1,フォーク,junior_high,1,,,
add,1155,forty,forty,numeral,base,1,40・四十,junior_high,1,,基数。fourtyではない,
add,,fought,fight,verb,past,1,戦う（過去形）,junior_high,1,,fight の過去形,
add,,fought,fight,verb,past_participle,1,戦う（過去分詞）,junior_high,1,,fight の過去分詞,
add,,found,find,verb,past,1,見つける（過去形）,junior_high,1,,find の過去形,
add,,found,find,verb,past_participle,1,見つける（過去分詞）,junior_high,1,,find の過去分詞,
add,139,four,four,numeral,base,1,4・四つ,junior_high,1,,基数,
add,1311,fourteen,fourteen,numeral,base,1,14・十四,junior_high,1,,基数,
add,1202,fourteenth,fourteenth,ordinal,base,1,14番目の,junior_high,1,基本語,191基本語由来。序数として正本追加,
add,1192,fourth,fourth,ordinal,base,1,第4の・4番目の,junior_high,1,基本語,元データ forth を fourth の誤記として修正,
add,1192,fourth,fourth,ordinal,base,1,第4の・4番目の,junior_high,1,,元データ forth は fourth の誤記として修正,元データ forth を fourth として採用
add,814,fox,fox,noun,base,1,キツネ,junior_high,1,動物,,
add,780,free,free,adjective,base,1,自由な・ひまな・無料の,junior_high,1,,,e終わり。r/st 付加で自動生成候補
add,,french,french,noun,base,1,フランス語,junior_high,1,,言語名。本文では French と大文字で出ることが多い,
add_pos_variant,,french,french,adjective,base,1,フランスの・フランス人の,junior_high,1,,言語名・国民名由来の形容詞,
add,1080,fresh,fresh,adjective,base,1,新鮮な,junior_high,2,,,規則比較級・最上級として自動生成候補
add,172,Friday,Friday,noun,base,1,金曜日,junior_high,1,基本語,曜日,
add,80,friend,friend,noun,base,1,友人,junior_high,1,,,
add,1126,friendly,friendly,adjective,base,1,親しみやすい,junior_high,1,,,y→ier/iest の綴り規則で自動生成候補
add,815,frog,frog,noun,base,1,カエル,junior_high,1,動物,,
add,25,from,from,preposition,base,1,〜から,junior_high,1,,起点・出所を表す,
add,627,front,front,noun,base,1,前・正面,junior_high,1,,,
add,50,fruit,fruit,noun,base,1,果物,junior_high,1,,,集合・不可算的用法あり。fruits もあり
add,771,full,full,adjective,base,1,いっぱいの・満腹の,junior_high,1,,,規則比較級・最上級として自動生成候補
add,581,fun,fun,noun,base,1,楽しみ,junior_high,1,,,不可算名詞
add,1106,funny,funny,adjective,base,1,おかしな・面白い,junior_high,1,,,y→ier/iest の綴り規則で自動生成候補
add,,further,far,adverb,comparative,1,さらに・より遠くに,junior_high,1,,far の比較級・追加的用法,
add,,furthest,far,adverb,superlative,1,最も遠くに・最も進んで,junior_high,1,,far の最上級・追加的用法,
add,638,future,future,noun,base,1,未来,junior_high,1,,,
add,540,game,game,noun,base,1,試合・ゲーム,junior_high,1,,,
add,3136,garbage,garbage,noun,base,1,ごみ,junior_high,1,,,不可算名詞
add,123,garden,garden,noun,base,1,庭,junior_high,1,,,
add,943,gas,gas,noun,base,1,ガス,junior_high,2,,,
add,114,gate,gate,noun,base,1,門,junior_high,1,,,
add,,gave,give,verb,past,1,与える・あげる（過去形）,junior_high,1,,give の過去形,
add,1065,gentle,gentle,adjective,base,1,やさしい・穏やかな,junior_high,2,,,e終わり。r/st 付加で自動生成候補
add,504,gentleman,gentleman,noun,base,1,紳士,junior_high,1,,,gentleman の不規則複数形
add,,gentlemen,gentleman,noun,plural,1,紳士たち,junior_high,1,,gentleman の不規則複数形,
add,1157,gently,gently,adverb,base,1,やさしく・穏やかに,junior_high,2,,,比較級・最上級を単語形として追加する必要性は低い
add,223,get,get,verb,base,1,得る・手に入れる,junior_high,1,,,不規則活用。正本追加候補あり
add,640,gift,gift,noun,base,1,贈り物,junior_high,1,,,
add,70,girl,girl,noun,base,1,少女・女の子,junior_high,1,,,
add,227,give,give,verb,base,1,与える・あげる,junior_high,1,,,不規則活用。正本追加候補あり
add,,given,give,verb,past_participle,1,与える・あげる（過去分詞）,junior_high,1,,give の過去分詞,
add,275,glad,glad,adjective,base,1,うれしい,junior_high,1,,,規則比較級・最上級として自動生成候補
add,20,glass,glass,noun,base,1,コップ・ガラス,junior_high,1,,,
add,456,glove,glove,noun,base,1,手袋・グローブ,junior_high,1,,,
add,214,go,go,verb,base,1,行く,junior_high,1,,,不規則活用。正本追加候補あり
add,885,goal,goal,noun,base,1,目標・得点・ゴール,junior_high,1,,,
add,853,God,God,noun,base,1,神,junior_high,2,,,
add,570,gold,gold,noun,base,1,金,junior_high,1,,,不可算用法中心
add,2196,golf,golf,noun,base,1,ゴルフ,junior_high,1,,,
add,,gone,go,verb,past_participle,1,行く（過去分詞）,junior_high,1,,go の過去分詞,
add,237,good,good,adjective,base,1,良い,junior_high,1,,,規則比較級・最上級として自動生成候補
add,1017,goodbye,goodbye,interjection,base,1,さようなら,junior_high,1,,別れのあいさつ,
add,7291,goodnight,goodnight,interjection,base,1,おやすみなさい,junior_high,1,,夜の別れ・就寝時のあいさつ,
add,976,goods,goods,noun,plural,1,商品,junior_high,2,,通常は複数形で使う,通常は複数形で使う
add,,got,get,verb,past,1,得る・手に入れる（過去形）,junior_high,1,,get の過去形,
add,,got,get,verb,past_participle,1,得る・手に入れる（過去分詞）,junior_high,1,,get の過去分詞,
add,988,grade,grade,noun,base,1,成績・等級,junior_high,1,,,
add,963,gram,gram,noun,base,1,グラム,junior_high,1,,,
add,508,grandfather,grandfather,noun,base,1,祖父,junior_high,1,,,
add,509,grandmother,grandmother,noun,base,1,祖母,junior_high,1,,,
add,2201,grandparent,grandparent,noun,base,1,祖父母,junior_high,1,,,
add,957,grape,grape,noun,base,1,ぶどう,junior_high,1,,,
add,559,grass,grass,noun,base,1,草,junior_high,1,,,不可算用法中心
add,982,gray,gray,noun,base,1,灰色,junior_high,1,,形容詞 gray とは別,
add,810,great,great,adjective,base,1,すばらしい・大きな,junior_high,1,,,規則比較級・最上級として自動生成候補
add,271,green,green,adjective,base,1,緑の,junior_high,1,,,規則比較級・最上級として自動生成候補
add,,grew,grow,verb,past,1,成長する・育つ（過去形）,junior_high,1,,grow の過去形,
add,553,ground,ground,noun,base,1,地面,junior_high,1,,,
add,507,group,group,noun,base,1,グループ・集団,junior_high,1,,,
add,668,grow,grow,verb,base,1,成長する・育つ,junior_high,1,,,不規則活用。正本追加候補あり
add,,grown,grow,verb,past_participle,1,成長する・育つ（過去分詞）,junior_high,1,,grow の過去分詞,
add,3146,guess,guess,verb,base,1,推測する,junior_high,1,,元資料は名詞だが意味は動詞,
add,505,guest,guest,noun,base,1,客・招待客,junior_high,1,,,
add,842,guide,guide,noun,base,1,案内人・ガイド,junior_high,1,,動詞 guide とは別,
add,15,guitar,guitar,noun,base,1,ギター,junior_high,1,,,
add,648,gun,gun,noun,base,1,銃・鉄砲,junior_high,2,,,
add,817,gym,gym,noun,base,1,体育館・ジム,junior_high,1,,,
add,880,habit,habit,noun,base,1,習慣・くせ,junior_high,2,,,
add,,had,have,verb,past,1,持っている・食べる（過去形）,junior_high,1,,have の過去形,
add,,had,have,verb,past_participle,1,持っている・食べる（過去分詞）,junior_high,1,,have の過去分詞,
add,,hadn't,have,auxiliary,contracted,1,〜していなかった・持っていなかった,junior_high,1,,had not の短縮形,
add,474,hair,hair,noun,base,1,髪,junior_high,1,,,不可算・可算両用。hairs は1本1本の髪
add,2208,haircut,haircut,noun,base,1,散髪・ヘアカット,junior_high,1,,,
add,2209,hairstyle,hairstyle,noun,base,1,髪型・ヘアスタイル,junior_high,1,,,
add,139,half,half,noun,base,1,半分,junior_high,1,,,half の複数形
add,863,hall,hall,noun,base,1,広間・廊下,junior_high,1,,,
add,2212,Halloween,Halloween,noun,base,1,ハロウィーン,junior_high,1,,,
add,,halves,half,noun,plural,1,半分,junior_high,1,,half の複数形,
add,2213,hamburger,hamburger,noun,base,1,ハンバーガー,junior_high,1,,,
add,2214,hamster,hamster,noun,base,1,ハムスター,junior_high,1,,,
add_pos_variant,35,hand,hand,noun,base,1,手,junior_high,1,,動詞 hand とは別,
add_pos_variant,1038,hand,hand,verb,base,1,手渡す,junior_high,1,,名詞 hand とは別,規則活用。自動生成候補
add,712,happen,happen,verb,base,1,起こる,junior_high,1,,,規則活用。自動生成候補
add,1159,happily,happily,adverb,base,1,幸せに・楽しく,junior_high,1,,,比較級・最上級を単語形として追加する必要性は低い
add,613,happiness,happiness,noun,base,1,幸福,junior_high,2,,,不可算名詞
add,231,happy,happy,adjective,base,1,幸せな・楽しい,junior_high,1,,,y→ier/iest の綴り規則で自動生成候補
add,3150,hard,hard,adjective,base,1,かたい・難しい,junior_high,1,,副詞 hard とは別,規則比較級・最上級として自動生成候補
add_pos_variant,1142,hard,hard,adverb,base,1,一生懸命に・激しく,junior_high,1,,形容詞 hard とは別,副詞でも er/est 型があり得る。自動生成候補
add,,has,have,verb,third_person_singular,1,持っている・食べる,junior_high,1,,have の三人称単数現在形,
add,,hasn't,have,auxiliary,contracted,1,〜していない・持っていない,junior_high,1,,has not の短縮形,
add,449,hat,hat,noun,base,1,帽子,junior_high,1,,,
add,187,have,have,verb,base,1,持っている・食べる,junior_high,1,,語義統合。持つ／食べるの基本用法,不規則活用。正本追加候補あり
add,,haven't,have,auxiliary,contracted,1,〜していない・持っていない,junior_high,1,,have not の短縮形,
add,2217,Hawaii,Hawaii,noun,base,1,ハワイ,junior_high,1,地名,,
add,13,he,he,pronoun,base,1,彼は・彼が,junior_high,1,,三人称単数男性の主格,
add,,he'd,would,auxiliary,contracted,1,彼は〜するだろう・〜したいだろう,junior_high,1,,he would の短縮形,
add,,he'd,have,auxiliary,contracted,2,彼は〜していた,junior_high,1,,he had の短縮形,
add,,he'll,will,auxiliary,contracted,1,彼は〜するでしょう・〜するつもりだ,junior_high,1,,he will の短縮形,
add,,he's,be,auxiliary,contracted,1,彼は〜です・彼は〜している,junior_high,1,,he is の短縮形,
add,,he's,have,auxiliary,contracted,2,彼は〜した・彼は〜している,junior_high,1,,he has の短縮形,
add,31,head,head,noun,base,1,頭・先頭,junior_high,1,,,
add,584,health,health,noun,base,1,健康,junior_high,1,,,不可算名詞
add,1081,healthy,healthy,adjective,base,1,健康な,junior_high,2,,,y→ier/iest の綴り規則で自動生成候補
add,694,hear,hear,verb,base,1,聞く,junior_high,1,,,不規則活用。正本追加候補あり
add,,heard,hear,verb,past,1,聞く（過去形）,junior_high,1,,hear の過去形,
add,,heard,hear,verb,past_participle,1,聞く（過去分詞）,junior_high,1,,hear の過去分詞,
add,489,heart,heart,noun,base,1,心・心臓,junior_high,1,,,
add,911,heaven,heaven,noun,base,1,天国,junior_high,2,,,
add,2219,heavy,heavy,adjective,base,1,重い,junior_high,1,,,y→ier/iest の綴り規則で自動生成候補
add,,held,hold,verb,past,1,持つ・開催する（過去形）,junior_high,1,,hold の過去形,
add,,held,hold,verb,past_participle,1,持つ・開催する（過去分詞）,junior_high,1,,hold の過去分詞,
add,781,hello,hello,interjection,base,1,こんにちは・もしもし,junior_high,1,,あいさつ,
add,208,help,help,verb,base,1,助ける,junior_high,1,,,規則活用。自動生成候補
add,36,her,her,pronoun,base,1,彼女を・彼女の,junior_high,1,,目的格または所有形容詞,
add,313,here,here,adverb,base,1,ここに・ここで,junior_high,1,,,比較級・最上級を単語形として追加する必要性は低い
add,942,hers,hers,pronoun,base,1,彼女のもの,junior_high,1,,所有代名詞,
add,1065,herself,herself,pronoun,base,1,彼女自身,junior_high,1,,再帰代名詞,
add,1206,hey,hey,interjection,base,1,ねえ・おい・やあ,junior_high,2,,呼びかけ・注意喚起・あいさつ,
add,914,hi,hi,interjection,base,1,やあ・こんにちは,junior_high,1,,くだけたあいさつ,
add,245,high,high,adjective,base,1,高い,junior_high,1,,,規則比較級・最上級として自動生成候補
add,556,hill,hill,noun,base,1,丘,junior_high,1,,,
add,48,him,him,pronoun,base,1,彼を・彼に,junior_high,1,,三人称単数男性の目的格,
add,236,himself,himself,pronoun,base,1,彼自身,junior_high,1,,再帰代名詞,
add,22,his,his,pronoun,base,1,彼のもの・彼の,junior_high,1,,所有代名詞または所有形容詞,
add,643,history,history,noun,base,1,歴史,junior_high,1,,,
add,,hit,hit,verb,past,1,打つ・当たる（過去形）,junior_high,1,,hit の過去形,
add,,hit,hit,verb,past_participle,1,打つ・当たる（過去分詞）,junior_high,1,,hit の過去分詞,
add,1053,hit,hit,verb,base,1,打つ・当たる,junior_high,1,,,不規則活用。正本追加候補あり
add,573,hobby,hobby,noun,base,1,趣味,junior_high,1,,,
add,2224,hockey,hockey,noun,base,1,ホッケー,junior_high,1,,,
add,671,hold,hold,verb,base,1,持つ・開催する,junior_high,1,,,不規則活用。正本追加候補あり
add,993,hole,hole,noun,base,1,穴,junior_high,1,,,
add,617,holiday,holiday,noun,base,1,休日・祝日,junior_high,1,,,
add,1072,holy,holy,adjective,base,1,神聖な,junior_high,2,,,y→ier/iest の綴り規則で自動生成候補
add_pos_variant,345,home,home,adverb,base,1,家へ・家に,junior_high,1,,名詞 home とは別,比較級・最上級を単語形として追加する必要性は低い
add_pos_variant,411,home,home,noun,base,1,家・故郷,junior_high,1,,副詞 home とは別,
add,611,homeroom,homeroom,noun,base,1,ホームルーム,junior_high,1,,,
add,2226,hometown,hometown,noun,base,1,出身地・故郷,junior_high,1,,,
add,8,homework,homework,noun,base,1,宿題,junior_high,1,,,不可算名詞
add,235,honest,honest,adjective,base,1,正直な,junior_high,1,,,規則比較級・最上級として自動生成候補
add,859,honey,honey,noun,base,1,蜂蜜,junior_high,1,,,不可算名詞
add,695,hope,hope,verb,base,1,望む・願う,junior_high,1,,,規則活用。自動生成候補
add_pos_variant,614,hope,hope,noun,base,1,希望,junior_high,1,,動詞 hope とは別,
add,445,horse,horse,noun,base,1,馬,junior_high,1,動物,,
add,119,hospital,hospital,noun,base,1,病院,junior_high,1,,,
add,824,host,host,noun,base,1,主人・司会者・ホスト,junior_high,2,,,
add,252,hot,hot,adjective,base,1,暑い・熱い,junior_high,1,,,短母音＋子音の重ね字規則で自動生成候補
add,120,hotel,hotel,noun,base,1,ホテル,junior_high,1,,,
add,175,hour,hour,noun,base,1,時間,junior_high,1,基本語,時間,
add,16,house,house,noun,base,1,家,junior_high,1,,,
add,315,how,how,adverb,base,1,どのように・どのくらい,junior_high,1,,,比較級・最上級を単語形として追加する必要性は低い
add,,how's,be,auxiliary,contracted,1,どのようですか・調子はどうですか,junior_high,1,,how is の短縮形,
add,786,human,human,adjective,base,1,人間の,junior_high,2,,,規則比較級・最上級として自動生成候補
add,327,hundred,hundred,numeral,base,1,100,junior_high,1,,大きな数,
add,264,hungry,hungry,adjective,base,1,空腹の,junior_high,1,,,y→ier/iest の綴り規則で自動生成候補
add,675,hunt,hunt,verb,base,1,狩りをする,junior_high,2,,,規則活用。自動生成候補
add,721,hurry,hurry,verb,base,1,急ぐ,junior_high,1,,,規則活用だが e 脱落・y変化など綴り生成注意
add,,hurt,hurt,verb,past,1,傷つける・痛む（過去形）,junior_high,1,,hurt の過去形,
add,,hurt,hurt,verb,past_participle,1,傷つける・痛む（過去分詞）,junior_high,1,,hurt の過去分詞,
add,1033,hurt,hurt,verb,base,1,傷つける・痛む,junior_high,1,,,不規則活用。正本追加候補あり
add,831,husband,husband,noun,base,1,夫,junior_high,1,,,
add,8,I,I,pronoun,base,1,私は・私が,junior_high,1,,一人称単数の主格,
add,,i'd,would,auxiliary,contracted,1,私は〜したい・私は〜するだろう,junior_high,1,,I would の短縮形,
add,,i'd,have,auxiliary,contracted,2,私は〜していた,junior_high,1,,I had の短縮形,
add,,i'll,will,auxiliary,contracted,1,私は〜するつもりだ・〜でしょう,junior_high,1,,I will の短縮形,
add,,i'm,be,auxiliary,contracted,1,私は〜です・私は〜している,junior_high,1,,I am の短縮形,
add,,i've,have,auxiliary,contracted,1,私は〜したことがある・私は〜している,junior_high,1,,I have の短縮形,
add,571,ice,ice,noun,base,1,氷,junior_high,1,,,不可算用法中心
add,585,idea,idea,noun,base,1,考え・アイデア,junior_high,1,,,
add,32,if,if,conjunction,base,1,もし〜なら,junior_high,1,,条件を表す,
add,265,ill,ill,adjective,base,1,病気の,junior_high,1,,,規則比較級・最上級として自動生成候補
add,699,imagine,imagine,verb,base,1,想像する,junior_high,1,,,規則活用。自動生成候補
add,809,important,important,adjective,base,1,重要な,junior_high,1,,,more/most 型で扱う候補。単語形としては追加しない
add,5,in,in,preposition,base,1,〜の中に・〜で,junior_high,1,,場所・時間・状態の内側を表す,
add,1052,including,include,preposition,present_participle,1,〜を含めて,high_school,2,,includeのing形由来の前置詞的用法,
add,1153,indeed,indeed,adverb,base,1,実に・本当に,junior_high,2,,,比較級・最上級を単語形として追加する必要性は低い
add,106,India,India,noun,base,1,インド,junior_high,1,国名,,
add,2238,information,information,noun,base,1,情報,junior_high,1,,,不可算名詞。informations は通常不可
add,868,ink,ink,noun,base,1,インク,junior_high,1,,,不可算名詞
add,553,inside,inside,preposition,base,1,〜の内側に,junior_high,2,,内側を表す,
add_pos_variant,633,inside,inside,noun,base,1,内側,junior_high,1,,前置詞 inside とは別,
add,2239,instrument,instrument,noun,base,1,楽器・器具,junior_high,2,,,
add,2240,interested,interest,adjective,past_participle,1,興味がある,junior_high,1,,,more/most 型で扱う候補。単語形としては追加しない
skip_duplicate,1062,interested (in),interest,adjective,past_participle,1,興味のある,junior_high,1,,interested と重複。表現としては be interested in,more/most 型で扱う候補。単語形としては追加しない
add,795,interesting,interest,adjective,present_participle,1,おもしろい・興味深い,junior_high,1,,,more/most 型で扱う候補。単語形としては追加しない
add,1087,international,international,adjective,base,1,国際的な,junior_high,2,,,more/most 型で扱う候補。単語形としては追加しない
add,55,into,into,preposition,base,1,〜の中へ,junior_high,1,,外から内への移動・変化を表す,
add,1058,introduce,introduce,verb,base,1,紹介する,junior_high,2,,,規則活用。自動生成候補
add,1031,invent,invent,verb,base,1,発明する,junior_high,2,,,規則活用。自動生成候補
add,737,invite,invite,verb,base,1,招待する,junior_high,1,,,規則活用だが e 脱落・y変化など綴り生成注意
add,925,iron,iron,noun,base,1,鉄・アイロン,junior_high,2,,,不可算・可算両用
add,3169,is,be,auxiliary,third_person_singular,1,ある・いる,junior_high,1,基本語,be動詞。191基本語と重複,
add,555,island,island,noun,base,1,島,junior_high,1,,,
add,,isn't,be,auxiliary,contracted,1,〜ではない・〜にいない,junior_high,1,,is not の短縮形,
add,7,it,it,pronoun,base,1,それ・それは・それを,junior_high,1,,物・事・動物などを指す,
add,,it'd,would,auxiliary,contracted,1,それは〜するだろう,junior_high,1,,it would の短縮形,
add,,it'd,have,auxiliary,contracted,2,それは〜していた,junior_high,1,,it had の短縮形,
add,,it'll,will,auxiliary,contracted,1,それは〜するでしょう,junior_high,1,,it will の短縮形,
add,,it's,be,auxiliary,contracted,1,それは〜です・それは〜している,junior_high,1,,it is の短縮形,
add,,it's,have,auxiliary,contracted,2,それは〜した・それは〜している,junior_high,1,,it has の短縮形,
add,2244,Italy,Italy,noun,base,1,イタリア,junior_high,1,国名,,
add,68,its,its,pronoun,base,1,それの,junior_high,1,,it の所有形,
add,1457,itself,itself,pronoun,base,1,それ自体,junior_high,1,,再帰代名詞,
add,857,jam,jam,noun,base,1,ジャム,junior_high,1,,,不可算用法中心
add,155,January,January,noun,base,1,1月,junior_high,1,基本語,月名,
add,103,Japan,Japan,noun,base,1,日本,junior_high,1,,,
add,3174,Japanese,Japanese,noun,base,1,日本人・日本語,junior_high,1,,形容詞 Japanese とは別,単複同形になりうる。日本人・日本語として扱う
add,829,jeans,jeans,noun,plural,1,ジーンズ,junior_high,1,,通常は複数形で使う,通常は複数形で使う
add,945,jewel,jewel,noun,base,1,宝石,junior_high,2,,,
add,610,job,job,noun,base,1,仕事,junior_high,1,,,
add,2247,jogging,jogging,noun,present_participle,1,ジョギング,junior_high,1,,動詞 jog のing形由来の名詞,
add,719,join,join,verb,base,1,参加する・加わる,junior_high,1,,,規則活用。自動生成候補
add,881,joy,joy,noun,base,1,喜び,junior_high,2,,,
add,858,juice,juice,noun,base,1,ジュース,junior_high,1,,,不可算・可算両用
add,161,July,July,noun,base,1,7月,junior_high,1,基本語,月名,
add,740,jump,jump,verb,base,1,跳ぶ,junior_high,1,,,規則活用。自動生成候補
add,160,June,June,noun,base,1,6月,junior_high,1,基本語,月名,
add,258,junior,junior,adjective,base,1,年下の・下級の,junior_high,1,,,規則比較級・最上級として自動生成候補
add,1167,just,just,adverb,base,1,ちょうど・ただ単に,junior_high,1,,,比較級・最上級を単語形として追加する必要性は低い
add,713,keep,keep,verb,base,1,保つ・持ち続ける,junior_high,1,,,不規則活用。正本追加候補あり
add,,kept,keep,verb,past,1,保つ・持ち続ける（過去形）,junior_high,1,,keep の過去形,
add,,kept,keep,verb,past_participle,1,保つ・持ち続ける（過去分詞）,junior_high,1,,keep の過去分詞,
add,428,key,key,noun,base,1,鍵・手がかり,junior_high,1,,,
add,732,kill,kill,verb,base,1,殺す,junior_high,1,,,規則活用。自動生成候補
add,969,kilometer,kilometer,noun,base,1,キロメートル,junior_high,1,,,
add,234,kind,kind,adjective,base,1,親切な,junior_high,1,,名詞 kind とは別,規則比較級・最上級として自動生成候補
add_pos_variant,636,kind,kind,noun,base,1,種類,junior_high,1,,形容詞 kind とは別,
add,515,king,king,noun,base,1,王・王様,junior_high,1,職業,,
add,1015,kiss,kiss,verb,base,1,キスをする,junior_high,1,,,規則活用だが e 脱落・y変化など綴り生成注意
add,18,kitchen,kitchen,noun,base,1,台所,junior_high,1,,,
add,3182,knee,knee,noun,base,1,ひざ,junior_high,1,,,
add,,knew,know,verb,past,1,知っている（過去形）,junior_high,1,,know の過去形,
add,592,knife,knife,noun,base,1,ナイフ,junior_high,1,,,knife の複数形
add,,knives,knife,noun,plural,1,ナイフ,junior_high,1,,knife の複数形,
add,1034,knock,knock,verb,base,1,ノックする,junior_high,1,,,規則活用。自動生成候補
add,215,know,know,verb,base,1,知っている,junior_high,1,,,不規則活用。正本追加候補あり
add,,known,know,verb,past_participle,1,知っている（過去分詞）,junior_high,1,,know の過去分詞,
add,503,lady,lady,noun,base,1,婦人・女性,junior_high,1,,,子音+y → ies の規則複数
add,1050,lain,lie,verb,past_participle,2,横たわった,junior_high,2,,横たわる lie の過去分詞,
add,561,lake,lake,noun,base,1,湖,junior_high,1,,,
add,558,land,land,noun,base,1,陸地・土地,junior_high,1,,,
add,641,language,language,noun,base,1,言語,junior_high,1,,,
add,243,large,large,adjective,base,1,大きい・広い,junior_high,1,,,e終わり。r/st 付加で自動生成候補
add,98,last,last,ordinal,base,1,最後の・前回の,junior_high,1,,序数詞扱いだが形容詞・副詞・動詞用法もある,
add,766,last,last,adjective,base,1,最後の・この前の,junior_high,1,,,規則比較級・最上級として自動生成候補
add_pos_variant,532,last,last,noun,base,1,最後,junior_high,1,,形容詞 last とは別,
add,2313,late,late,adjective,base,1,遅い・遅れた,junior_high,1,,,
add_pos_variant,2313,late,late,adverb,base,1,遅く・遅れて,junior_high,1,,形容詞 late とは別,
add,322,later,later,adverb,comparative,1,後で,junior_high,1,,late の比較級由来,既に比較級・最上級として登録済み
add,,latest,late,adjective,superlative,2,最新の,junior_high,2,,late の最上級から派生した語義。the latest ... で「最新の〜」,
add,673,laugh,laugh,verb,base,1,笑う,junior_high,1,,,規則活用。自動生成候補
add,626,law,law,noun,base,1,法律,junior_high,2,,,
add,1050,lay,lie,verb,past,2,横たわった,junior_high,2,,横たわる lie の過去形,
add,1093,lazy,lazy,adjective,base,1,怠けた,junior_high,1,,,y→ier/iest の綴り規則で自動生成候補
add,524,leaf,leaf,noun,base,1,葉,junior_high,1,,,leaf の複数形
add,218,learn,learn,verb,base,1,学ぶ・覚える,junior_high,1,,,規則形も使うが、別形もあるため追加候補
add,,learned,learn,verb,past,1,学んだ・覚えた,junior_high,1,,learn の過去形,
add,,learned,learn,verb,past_participle,1,学んだ・覚えた,junior_high,1,,learn の過去分詞,
add,,learnt,learn,verb,past,1,学ぶ・覚える（過去形）,junior_high,1,,learn の過去形,
add,,learnt,learn,verb,past_participle,1,学ぶ・覚える（過去分詞）,junior_high,1,,learn の過去分詞,
add,,learnt,learn,verb,past,1,学んだ・覚えた,junior_high,2,,learn の過去形。主にイギリス英語,
