source_file,action,source_rank,word,lemma,pos,form_type,sense_id,meaning_ja,level,importance,category,note,note2,center_word_original,center_pos,center_pmw,review_reason
auto,add,775,convenient,convenient,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,convenient,JJ,100+,
auto,add,777,difficulty,difficulty,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,difficulty,NN,100+,
auto,add,778,economic,economic,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,economic,JJ,100+,
auto,add,779,familiar,familiar,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,familiar,JJ,100+,
auto,add,788,prepare,prepare,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,prepare,VV,100+,
auto,add,791,serve,serve,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,serve,VV,100+,
auto,add,793,suitcase,suitcase,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,suitcase,NN,100+,
auto,add,798,beginning,beginning,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,beginning,NN,100+,
auto,add,799,bite,bite,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,bite,NN,100+,
auto,add,801,compare,compare,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,compare,VV,100+,
auto,add,804,due,due,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,due,JJ,100+,
auto,add,807,heat,heat,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,heat,NN,100+,
auto,add,813,tourist,tourist,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,tourist,NN,100+,
auto,add,817,alarm,alarm,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,alarm,NN,100+,
auto,add,818,content,content,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,content,NN,100+,
auto,add,819,convenience,convenience,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,convenience,NN,100+,
auto,add,820,department,department,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,department,NN,100+,
auto,add,821,factor,factor,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,factor,NN,100+,
auto,add,827,material,material,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,material,NN,100+,
auto,add,828,message,message,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,message,NN,100+,
auto,add,830,participate,participate,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,participate,VV,100+,
auto,add,831,passenger,passenger,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,passenger,NN,100+,
auto,add,834,recent,recent,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,recent,JJ,100+,
auto,add,835,repair,repair,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,repair,NN,100+,
auto,add,836,satisfy,satisfy,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,satisfy,VV,100+,
auto,add,840,total,total,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,total,JJ,100+,
auto,add,842,advantage,advantage,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,advantage,NN,100+,
auto,add,843,argue,argue,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=100+,argue,VVP,100+,
auto,add,846,butterfly,butterfly,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,butterfly,NN,100+,
auto,add,847,calorie,calorie,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,calorie,NN,100+,
auto,add,849,complete,complete,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,complete,JJ,100+,
review,add,851,déjà(-vu),déjà(-vu),,,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=; center_pmw=100+,déjà(-vu),,100+,pos_review;multiword_or_symbol;unknown_pos
auto,add,854,figure,figure,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,figure,NN,100+,
auto,add,858,glen,glen,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,glen,NN,100+,
auto,add,859,government,government,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,government,NN,100+,
auto,add,860,instance,instance,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,instance,NN,100+,
auto,add,861,leisure,leisure,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,leisure,NN,100+,
review,add,862,lower,lower,adjective,comparative,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJR; center_pmw=100+,lower,JJR,100+,pos_review
auto,add,865,quilt,quilt,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,quilt,NN,100+,
auto,add,867,task,task,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,task,NN,100+,
auto,add,868,transportation,transportation,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,transportation,NN,100+,
auto,add,873,appreciate,appreciate,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,appreciate,VV,100+,
auto,add,874,approach,approach,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,approach,NN,100+,
review,add,876,born,born,verb,past_participle,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVN; center_pmw=100+,born,VVN,100+,pos_review
review,add,881,indian,indian,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+,Indian,NP,100+,pos_review;proper_noun
auto,add,883,level,level,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,level,NN,100+,
auto,add,884,limit,limit,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,limit,NN,100+,
auto,add,885,nervous,nervous,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,nervous,JJ,100+,
auto,add,886,original,original,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,original,JJ,100+,
auto,add,887,photograph,photograph,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,photograph,NN,100+,
auto,add,888,progress,progress,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,progress,NN,100+,
auto,add,889,ray,ray,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,ray,NN,100+,
auto,add,894,serious,serious,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,serious,JJ,100+,
auto,add,897,successful,successful,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,successful,JJ,100+,
auto,add,899,upset,upset,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,upset,JJ,100+,
auto,add,903,atmosphere,atmosphere,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,atmosphere,NN,100+,
auto,add,904,attract,attract,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,attract,VV,100+,
auto,add,905,benefit,benefit,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,benefit,NN,100+,
auto,add,909,choice,choice,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,choice,NN,100+,
auto,add,910,communicate,communicate,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,communicate,VV,100+,
auto,add,914,meal,meal,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,meal,NN,100+,
review,add,915,new york,new york,,,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=; center_pmw=100+,New York,,100+,pos_review;multiword_or_symbol;proper_noun;unknown_pos
auto,add,916,occur,occur,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,occur,VV,100+,
auto,add,919,physical,physical,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,physical,JJ,100+,
auto,add,924,regard,regard,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,regard,NN,100+,
auto,add,925,schedule,schedule,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,schedule,NN,100+,
auto,add,926,slightly,slightly,adverb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+,slightly,RB,100+,
auto,add,928,strategy,strategy,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,strategy,NN,100+,
review,add,929,teenager,teenager,adjective,comparative,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJR; center_pmw=100+,teenager,JJR,100+,pos_review
auto,add,933,advance,advance,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,advance,NN,100+,
auto,add,934,basic,basic,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,basic,JJ,100+,
auto,add,935,character,character,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,character,NN,100+,
auto,add,936,communication,communication,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,communication,NN,100+,
auto,add,937,conduct,conduct,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,conduct,NN,100+,
review,add,938,data,data,noun,plural,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NNS; center_pmw=100+,data,NNS,100+,pos_review
auto,add,939,decision,decision,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,decision,NN,100+,
auto,add,940,decrease,decrease,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,decrease,NN,100+,
auto,add,943,email,email,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,email,NN,100+,
auto,add,944,fear,fear,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,fear,NN,100+,
auto,add,950,leader,leader,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,leader,NN,100+,
auto,add,952,muscle,muscle,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,muscle,NN,100+,
auto,add,953,nearly,nearly,adverb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+,nearly,RB,100+,
auto,add,954,opposite,opposite,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,opposite,JJ,100+,
auto,add,956,project,project,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,project,NN,100+,
auto,add,957,source,source,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,source,NN,100+,
auto,add,960,taste,taste,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,taste,NN,100+,
auto,add,962,variety,variety,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,variety,NN,100+,
auto,add,963,ancient,ancient,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,ancient,JJ,100+,
auto,add,971,effort,effort,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,effort,NN,100+,
auto,add,973,european,european,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,european,JJ,100+,
auto,add,977,image,image,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,image,NN,100+,
auto,add,978,involve,involve,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,involve,VV,100+,
auto,add,980,laser,laser,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,laser,NN,100+,
auto,add,988,ordinary,ordinary,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,ordinary,JJ,100+,
auto,add,989,pattern,pattern,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,pattern,NN,100+,
auto,add,990,performance,performance,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,performance,NN,100+,
auto,add,992,rodent,rodent,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,rodent,NN,100+,
auto,add,994,self,self,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,self,NN,100+,
review,add,995,species,species,noun,plural,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NNS; center_pmw=100+,species,NNS,100+,pos_review
auto,add,996,term,term,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,term,NN,100+,
auto,add,1000,access,access,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,access,NN,100+,
review,add,1001,brazil,brazil,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+,Brazil,NP,100+,pos_review;proper_noun
auto,add,1003,elderly,elderly,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,elderly,JJ,100+,
auto,add,1004,essential,essential,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,essential,JJ,100+,
auto,add,1006,gain,gain,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,gain,NN,100+,
auto,add,1007,global,global,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,global,JJ,100+,
auto,add,1008,hate,hate,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=100+,hate,VVP,100+,
review,add,1010,helping,helping,verb,present_participle,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVG; center_pmw=100+,helping,VVG,100+,pos_review
auto,add,1012,knowledge,knowledge,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,knowledge,NN,100+,
auto,add,1013,lack,lack,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,lack,NN,100+,
auto,add,1014,medical,medical,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,medical,JJ,100+,
review,add,1016,moving,moving,verb,present_participle,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVG; center_pmw=100+,moving,VVG,100+,pos_review
auto,add,1018,peter,peter,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,peter,NN,100+,
auto,add,1019,respect,respect,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,respect,NN,100+,
auto,add,1022,simply,simply,adverb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+,simply,RB,100+,
auto,add,1024,survive,survive,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,survive,VV,100+,
auto,add,1029,bother,bother,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,bother,VV,100+,
auto,add,1030,cell,cell,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,cell,NN,100+,
auto,add,1031,coal,coal,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,coal,NN,100+,
auto,add,1033,direction,direction,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,direction,NN,100+,
auto,add,1034,dot,dot,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,dot,NN,100+,
auto,add,1038,general,general,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,general,JJ,100+,
auto,add,1039,immediately,immediately,adverb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+,immediately,RB,100+,
auto,add,1040,impossible,impossible,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,impossible,JJ,100+,
auto,add,1041,jenny,jenny,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,jenny,NN,100+,
auto,add,1047,patient,patient,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,patient,NN,100+,
auto,add,1049,pull,pull,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,pull,VV,100+,
auto,add,1051,relate,relate,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=100+,relate,VVP,100+,
auto,add,1052,responsibility,responsibility,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,responsibility,NN,100+,
auto,add,1053,steal,steal,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,steal,VV,100+,
auto,add,1055,understanding,understanding,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,understanding,NN,100+,
auto,add,1058,adjust,adjust,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,adjust,VV,100+,
auto,add,1061,button,button,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,button,NN,100+,
auto,add,1062,challenge,challenge,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,challenge,NN,100+,
auto,add,1063,cheap,cheap,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,cheap,JJ,100+,
auto,add,1064,completely,completely,adverb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+,completely,RB,100+,
auto,add,1065,contrast,contrast,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,contrast,NN,100+,
auto,add,1066,correct,correct,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,correct,JJ,100+,
auto,add,1067,designer,designer,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,designer,NN,100+,
auto,add,1070,earn,earn,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,earn,VV,100+,
auto,add,1071,equipment,equipment,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,equipment,NN,100+,
auto,add,1072,everyday,everyday,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,everyday,JJ,100+,
auto,add,1073,examine,examine,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,examine,VV,100+,
auto,add,1074,exist,exist,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,exist,VV,100+,
auto,add,1076,function,function,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,function,NN,100+,
auto,add,1080,hiker,hiker,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,hiker,NN,100+,
auto,add,1082,import,import,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,import,NN,100+,
auto,add,1085,laughter,laughter,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,laughter,NN,100+,
auto,add,1086,locate,locate,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,locate,VV,100+,
auto,add,1087,missy,missy,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,missy,NN,100+,
auto,add,1090,psychologist,psychologist,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,psychologist,NN,100+,
auto,add,1093,relax,relax,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,relax,VV,100+,
auto,add,1095,single,single,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,single,JJ,100+,
auto,add,1096,surface,surface,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,surface,NN,100+,
auto,add,1097,surprise,surprise,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,surprise,NN,100+,
auto,add,1098,swimming,swimming,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,swimming,NN,100+,
auto,add,1103,apply,apply,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,apply,VV,100+,
auto,add,1104,appropriate,appropriate,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,appropriate,JJ,100+,
auto,add,1105,attend,attend,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,attend,VV,100+,
auto,add,1106,balance,balance,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,balance,NN,100+,
auto,add,1109,burn,burn,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,burn,NN,100+,
auto,add,1110,carol,carol,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,carol,NN,100+,
auto,add,1111,count,count,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,count,NN,100+,
review,add,1112,cox,cox,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+,Cox,NP,100+,pos_review;proper_noun
auto,add,1114,diet,diet,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,diet,NN,100+,
auto,add,1118,explanation,explanation,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,explanation,NN,100+,
auto,add,1119,fashion,fashion,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,fashion,NN,100+,
auto,add,1120,fix,fix,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,fix,NN,100+,
auto,add,1124,handle,handle,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,handle,VV,100+,
auto,add,1125,hang,hang,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,hang,VV,100+,
