expression,normalized_expression,entry_kind,meaning_ja_primary,meaning_ja_all,parari_level,importance,min_eiken_level,eiken_levels,label_raw_all,source_refs,row_count
"Hurry up, please.","hurry up, please.",conversation,急いそいでね。,急いそいでね。,junior_high,1,4,4,,4:869,1
I agree with you.,i agree with you.,conversation,賛成さんせいです。,賛成さんせいです。 / あなたに賛成さんせいです。,junior_high,1,4,4;3,会話表現,4:748;3:390,2
I can help you.,i can help you.,conversation,手伝てつだえるよ。,手伝てつだえるよ。,junior_high,1,4,4,,4:737,1
I can't believe it.,i can't believe it.,conversation,信しんじられない。,信しんじられない。,junior_high,1,4,4,,4:883,1
I can't decide.,i can't decide.,conversation,決きめられないな。,決きめられないな。,junior_high,1,4,4,,4:850,1
I don't think so.,i don't think so.,conversation,そうは思おもわないな。,そうは思おもわないな。,junior_high,1,4,4,,4:805,1
I feel much better.,i feel much better.,conversation,ずいぶん良よくなったよ。,ずいぶん良よくなったよ。,junior_high,1,4,4,,4:862,1
I had a great time.,i had a great time.,conversation,とても楽たのしかった。,とても楽たのしかった。,junior_high,1,4,4,,4:763,1
I have a headache.,i have a headache.,conversation,頭あたまが痛いたいんだ。,頭あたまが痛いたいんだ。 / 頭あたまが痛いたいです。,junior_high,1,4,4;3,会話表現,4:864;3:346,2
I have no idea.,i have no idea.,conversation,まったく分わからない。,まったく分わからない。,junior_high,1,4,4,,4:821,1
I like playing tennis.,i like playing tennis.,conversation,テニスをするのが好すき。,テニスをするのが好すき。,junior_high,1,4,4,,4:837,1
I made a mistake.,i made a mistake.,conversation,間違まちがえちゃった。,間違まちがえちゃった。 / まちがえました。,junior_high,1,4,4;3,会話表現,4:825;3:489,2
I owe you one.,i owe you one.,conversation,恩おんに着きるよ。,恩おんに着きるよ。 / 借かりができたよ。,junior_high,1,4,4;3,会話表現,4:926;3:42,2
I prefer tea.,i prefer tea.,conversation,私わたしはお茶ちゃがいいな。,私わたしはお茶ちゃがいいな。,junior_high,1,4,4,,4:807,1
I should get going.,i should get going.,conversation,そろそろ帰かえるね。,そろそろ帰かえるね。,junior_high,1,4,4,,4:921,1
"I think so, too.","i think so, too.",conversation,私わたしもそう思おもう。,私わたしもそう思おもう。,junior_high,1,4,4,,4:749,1
I went to the zoo.,i went to the zoo.,conversation,動物園どうぶつえんに行いったよ。,動物園どうぶつえんに行いったよ。,junior_high,1,4,4,,4:795,1
"I'd like a salad, please.","i'd like a salad, please.",conversation,サラダをお願ねがいします。,サラダをお願ねがいします。,junior_high,1,4,4;3,会話表現,4:790;3:251,2
I'd love to.,i'd love to.,conversation,ぜひ。,ぜひ。,junior_high,1,4,4,,4:818,1
I'll do my best.,i'll do my best.,conversation,全力ぜんりょくでがんばるよ。,全力ぜんりょくでがんばるよ。,junior_high,1,4,4,,4:858,1
I'll have the same.,i'll have the same.,conversation,同おなじものをください。,同おなじものをください。 / 同おなじものをお願ねがいします。,junior_high,1,4,4;3,会話表現,4:894;3:273,2
I'll miss you.,i'll miss you.,conversation,寂さびしくなるよ。,寂さびしくなるよ。,junior_high,1,4,4,,4:885,1
I'll take this one.,i'll take this one.,conversation,これをください。,これをください。,junior_high,1,4,4,,4:732,1
I'll think about it.,i'll think about it.,conversation,考かんがえてみます。,考かんがえてみます。,junior_high,1,4,4,,4:915,1
I'm a little hungry.,i'm a little hungry.,conversation,少すこしおなかすいた。,少すこしおなかすいた。,junior_high,1,4,4,,4:891,1
I'm afraid I can't.,i'm afraid i can't.,conversation,ごめん、できないんだ。,ごめん、できないんだ。,junior_high,1,4,4,,4:845,1
I'm almost done.,i'm almost done.,conversation,もうすぐ終おわるよ。,もうすぐ終おわるよ。,junior_high,1,4,4,,4:868,1
I'm doing my homework.,i'm doing my homework.,conversation,宿題しゅくだいをしているよ。,宿題しゅくだいをしているよ。,junior_high,1,4,4,,4:796,1
I'm glad to hear that.,i'm glad to hear that.,conversation,それを聞きいてうれしいよ。,それを聞きいてうれしいよ。 / それを聞きいてうれしいです。,junior_high,1,4,4;3,会話表現,4:881;3:526,2
"I'm just looking, thanks.","i'm just looking, thanks.",conversation,見みているだけです。,見みているだけです。,junior_high,1,4,4,,4:908,1
I'm looking for a gift.,i'm looking for a gift.,conversation,プレゼントを探さがしているの。,プレゼントを探さがしているの。 / プレゼントを探さがしています。,junior_high,1,4,4;3,会話表現,4:730;3:234,2
I'm looking forward to it.,i'm looking forward to it.,conversation,楽たのしみにしているよ。,楽たのしみにしているよ。 / 楽たのしみにしています。,junior_high,1,4,4;3,会話表現,4:802;3:581,2
I'm not good at it.,i'm not good at it.,conversation,それは苦手にがてなんだ。,それは苦手にがてなんだ。,junior_high,1,4,4,,4:839,1
I'm sorry I'm late.,i'm sorry i'm late.,conversation,遅おくれてごめんなさい。,遅おくれてごめんなさい。,junior_high,1,4,4,,4:811,1
"In my opinion, yes.","in my opinion, yes.",conversation,私わたしの考かんがえではそうだね。,私わたしの考かんがえではそうだね。,junior_high,1,4,4,,4:849,1
It depends.,it depends.,conversation,場合ばあいによるね。,場合ばあいによるね。,junior_high,1,4,4,,4:806,1
It doesn't fit.,it doesn't fit.,conversation,サイズが合あわないんだ。,サイズが合あわないんだ。,junior_high,1,4,4,,4:912,1
It leaves at noon.,it leaves at noon.,conversation,正午しょうごに出発しゅっぱつするよ。,正午しょうごに出発しゅっぱつするよ。,junior_high,1,4,4,,4:830,1
It looks delicious.,it looks delicious.,conversation,おいしそう。,おいしそう。 / おいしそうです。,junior_high,1,4,4;3,会話表現,4:897;3:405,2
It takes ten minutes.,it takes ten minutes.,conversation,10分ふんかかるよ。,10分ふんかかるよ。,junior_high,1,4,4,,4:762,1
It was delicious.,it was delicious.,conversation,おいしかった。,おいしかった。,junior_high,1,4,4,,4:764,1
It was nice meeting you.,it was nice meeting you.,conversation,お会あいできてよかったです。,お会あいできてよかったです。,junior_high,1,4,4,,4:903,1
It's getting cold.,it's getting cold.,conversation,寒さむくなってきたね。,寒さむくなってきたね。 / 寒さむくなってきました。,junior_high,1,4,4;3,会話表現,4:834;3:322,2
It's getting late.,it's getting late.,conversation,もう遅おそいね。,もう遅おそいね。,junior_high,1,4,4,,4:920,1
It's May 5th.,it's may 5th.,conversation,5月がつ5日かだよ。,5月がつ5日かだよ。,junior_high,1,4,4,,4:872,1
It's next to the bank.,it's next to the bank.,conversation,銀行ぎんこうのとなりだよ。,銀行ぎんこうのとなりだよ。,junior_high,1,4,4,,4:786,1
It's on me.,it's on me.,conversation,私わたしがおごるよ。,私わたしがおごるよ。,junior_high,1,4,4,,4:852,1
It's on the table.,it's on the table.,conversation,テーブルの上うえだよ。,テーブルの上うえだよ。,junior_high,1,4,4,,4:759,1
It's too spicy for me.,it's too spicy for me.,conversation,私わたしには辛からすぎる。,私わたしには辛からすぎる。 / 私わたしには辛からすぎます。,junior_high,1,4,4;3,会話表現,4:792;3:267,2
It's up to you.,it's up to you.,conversation,きみに任まかせるよ。,きみに任まかせるよ。,junior_high,1,4,4,,4:750,1
"Just a moment, please.","just a moment, please.",conversation,少々しょうしょうお待まちください。,少々しょうしょうお待まちください。,junior_high,1,4,4,,4:814,1
Keep in touch.,keep in touch.,conversation,連絡れんらくを取とり合あおうね。,連絡れんらくを取とり合あおうね。,junior_high,1,4,4,,4:886,1
Let me check.,let me check.,conversation,確認かくにんするね。,確認かくにんするね。,junior_high,1,4,4,,4:772,1
Let me give you a hand.,let me give you a hand.,conversation,手てを貸かすよ。,手てを貸かすよ。,junior_high,1,4,4,,4:899,1
Let me think about it.,let me think about it.,conversation,考かんがえさせて。,考かんがえさせて。,junior_high,1,4,4,,4:857,1
Let's celebrate!,let's celebrate!,conversation,お祝いわいしよう！,お祝いわいしよう！,junior_high,1,4,4,,4:877,1
Let's do this again.,let's do this again.,conversation,また今度こんどやろうね。,また今度こんどやろうね。,junior_high,1,4,4,,4:925,1
Let's go together.,let's go together.,conversation,いっしょに行いこう。,いっしょに行いこう。,junior_high,1,4,4,,4:747,1
Let's keep in touch.,let's keep in touch.,conversation,これからも連絡れんらくしよう。,これからも連絡れんらくしよう。,junior_high,1,4,4,,4:887,1
Let's meet at the station.,let's meet at the station.,conversation,駅えきで会あおう。,駅えきで会あおう。,junior_high,1,4,4,,4:745,1
Let's order pizza.,let's order pizza.,conversation,ピザを頼たのもう。,ピザを頼たのもう。,junior_high,1,4,4,,4:892,1
Let's see.,let's see.,conversation,ええと。,ええと。,junior_high,1,4,4,,4:820,1
Let's split the bill.,let's split the bill.,conversation,割わり勘かんにしよう。,割わり勘かんにしよう。,junior_high,1,4,4,,4:851,1
Let's stay in touch.,let's stay in touch.,conversation,これからもよろしくね。,これからもよろしくね。,junior_high,1,4,4,,4:905,1
Let's take a break.,let's take a break.,conversation,休憩きゅうけいしよう。,休憩きゅうけいしよう。,junior_high,1,4,4;3,会話表現,4:867;3:115,2
Let's take a taxi.,let's take a taxi.,conversation,タクシーに乗のろう。,タクシーに乗のろう。,junior_high,1,4,4,,4:832,1
Let's try again.,let's try again.,conversation,もう一度いちどやってみよう。,もう一度いちどやってみよう。,junior_high,1,4,4,,4:826,1
Make a wish.,make a wish.,conversation,願ねがいごとをして。,願ねがいごとをして。,junior_high,1,4,4,,4:878,1
Make yourself at home.,make yourself at home.,conversation,くつろいでね。,くつろいでね。,junior_high,1,4,4,,4:917,1
May I see the menu?,may i see the menu?,conversation,メニューを見みせてください。,メニューを見みせてください。 / メニューを見みてもいいですか。,junior_high,1,4,4;3,会話表現,4:789;3:256,2
May I take a message?,may i take a message?,conversation,伝言でんごんを受うけましょうか？,伝言でんごんを受うけましょうか？,junior_high,1,4,4,,4:779,1
May I try it on?,may i try it on?,conversation,試着しちゃくしてもいい？,試着しちゃくしてもいい？,junior_high,1,4,4,,4:734,1
May I use your bathroom?,may i use your bathroom?,conversation,トイレをお借かりできますか？,トイレをお借かりできますか？,junior_high,1,4,4,,4:916,1
Maybe another day.,maybe another day.,conversation,また別べつの日ひに。,また別べつの日ひに。,junior_high,1,4,4,,4:846,1
Me neither.,me neither.,conversation,私わたしも(〜ない)。,私わたしも(〜ない)。,junior_high,1,4,4,,4:808,1
Mind the gap.,mind the gap.,conversation,隙間すきまに注意ちゅうい。,隙間すきまに注意ちゅうい。,junior_high,1,4,4,,4:901,1
My birthday is in July.,my birthday is in july.,conversation,誕生日たんじょうびは7月がつだよ。,誕生日たんじょうびは7月がつだよ。,junior_high,1,4,4,,4:873,1
Of course you can.,of course you can.,conversation,もちろんいいよ。,もちろんいいよ。,junior_high,1,4,4,,4:844,1
Practice makes perfect.,practice makes perfect.,conversation,練習れんしゅうあるのみだよ。,練習れんしゅうあるのみだよ。,junior_high,1,4,4,,4:840,1
Same to you.,same to you.,conversation,あなたもね。,あなたもね。,junior_high,1,4,4,,4:904,1
Say cheese!,say cheese!,conversation,はい、チーズ！,はい、チーズ！,junior_high,1,4,4,,4:889,1
See you next week.,see you next week.,conversation,また来週らいしゅう。,また来週らいしゅう。,junior_high,1,4,4,,4:755,1
She's a nurse.,she's a nurse.,conversation,彼女かのじょは看護師かんごしだよ。,彼女かのじょは看護師かんごしだよ。,junior_high,1,4,4,,4:760,1
Sounds good to me.,sounds good to me.,conversation,いいね。,いいね。,junior_high,1,4,4,,4:819,1
"Sure, go ahead.","sure, go ahead.",conversation,いいよ、どうぞ。,いいよ、どうぞ。,junior_high,1,4,4,,4:907,1
"Sure, here you are.","sure, here you are.",conversation,いいよ、はいどうぞ。,いいよ、はいどうぞ。,junior_high,1,4,4,,4:728,1
Take an umbrella.,take an umbrella.,conversation,傘かさを持もっていきな。,傘かさを持もっていきな。,junior_high,1,4,4,,4:835,1
Take this medicine.,take this medicine.,conversation,この薬くすりを飲のんで。,この薬くすりを飲のんで。 / この薬くすりを飲のんでください。,junior_high,1,4,4;3,会話表現,4:866;3:355,2
Text me when you arrive.,text me when you arrive.,conversation,着ついたら連絡れんらくしてね。,着ついたら連絡れんらくしてね。,junior_high,1,4,4,,4:924,1
Thank you for your help.,thank you for your help.,conversation,手伝てつだってくれてありがとう。,手伝てつだってくれてありがとう。,junior_high,1,4,4,,4:809,1
Thanks for having me.,thanks for having me.,conversation,招まねいてくれてありがとう。,招まねいてくれてありがとう。,junior_high,1,4,4,,4:922,1
Thanks for inviting me.,thanks for inviting me.,conversation,誘さそってくれてありがとう。,誘さそってくれてありがとう。,junior_high,1,4,4,,4:880,1
That sounds fun.,that sounds fun.,conversation,楽たのしそう。,楽たのしそう。,junior_high,1,4,4,,4:742,1
That's a good idea.,that's a good idea.,conversation,それはいい考かんがえだね。,それはいい考かんがえだね。 / それはいい考かんがえです。,junior_high,1,4,4;3,会話表現,4:751;3:388,2
That's a relief.,that's a relief.,conversation,ほっとした。,ほっとした。,junior_high,1,4,4,,4:803,1
That's all right.,that's all right.,conversation,大丈夫だいじょうぶだよ。,大丈夫だいじょうぶだよ。 / 大丈夫だいじょうぶですよ。,junior_high,1,4,4;3,会話表現,4:812;3:22,2
That's fine with me.,that's fine with me.,conversation,私わたしはそれでいいよ。,私わたしはそれでいいよ。,junior_high,1,4,4,,4:847,1
That's great!,that's great!,conversation,すごいね！,すごいね！,junior_high,1,4,4,,4:767,1
That's perfect.,that's perfect.,conversation,ぴったりだね。,ぴったりだね。,junior_high,1,4,4,,4:914,1
That's very kind of you.,that's very kind of you.,conversation,ご親切しんせつにどうも。,ご親切しんせつにどうも。,junior_high,1,4,4,,4:879,1
That's wonderful news.,that's wonderful news.,conversation,すばらしい知しらせだね。,すばらしい知しらせだね。,junior_high,1,4,4,,4:882,1
Turn left at the corner.,turn left at the corner.,conversation,角かどを左ひだりに曲まがって。,角かどを左ひだりに曲まがって。 / 角かどを左ひだりに曲まがってください。,junior_high,1,4,4;3,会話表現,4:785;3:306,2
Turn off the light.,turn off the light.,conversation,電気でんきを消けしてね。,電気でんきを消けしてね。,junior_high,1,4,4,,4:800,1
Wash your hands first.,wash your hands first.,conversation,先さきに手てを洗あらってね。,先さきに手てを洗あらってね。,junior_high,1,4,4,,4:798,1
We're going to be late.,we're going to be late.,conversation,遅おくれちゃうよ。,遅おくれちゃうよ。,junior_high,1,4,4,,4:870,1
Welcome back.,welcome back.,conversation,おかえり。,おかえり。 / おかえりなさい。,junior_high,1,4,4;3,会話表現,4:753;3:5,2
What a surprise!,what a surprise!,conversation,びっくり！,びっくり！,junior_high,1,4,4,,4:884,1
What do you think?,what do you think?,conversation,どう思おもう？,どう思おもう？,junior_high,1,4,4,,4:848,1
What does this mean?,what does this mean?,conversation,これはどういう意味いみ？,これはどういう意味いみ？,junior_high,1,4,4,,4:770,1
What happened?,what happened?,conversation,何なにがあったの？,何なにがあったの？,junior_high,1,4,4,,4:859,1
What time is it now?,what time is it now?,conversation,今いま何時なんじ？,今いま何時なんじ？,junior_high,1,4,4,,4:822,1
What would you like?,what would you like?,conversation,何なににする？,何なににする？,junior_high,1,4,4,,4:893,1
What's the date today?,what's the date today?,conversation,今日きょうは何日なんにち？,今日きょうは何日なんにち？,junior_high,1,4,4,,4:871,1
What's your hobby?,what's your hobby?,conversation,趣味しゅみは何なに？,趣味しゅみは何なに？,junior_high,1,4,4,,4:836,1
Where is the fitting room?,where is the fitting room?,conversation,試着室しちゃくしつはどこですか？,試着室しちゃくしつはどこですか？,junior_high,1,4,4,,4:909,1
Which train should I take?,which train should i take?,conversation,どの電車でんしゃに乗のればいい？,どの電車でんしゃに乗のればいい？,junior_high,1,4,4,,4:829,1
Why don't we take a bus?,why don't we take a bus?,conversation,バスに乗のらない？,バスに乗のらない？ / バスで行いかない？,junior_high,1,4,4;3,会話表現,4:746;3:99,2
Would you like some tea?,would you like some tea?,conversation,お茶ちゃはいかが？,お茶ちゃはいかが？,junior_high,1,4,4,,4:918,1
You can't miss it.,you can't miss it.,conversation,すぐ分わかるよ。,すぐ分わかるよ。,junior_high,1,4,4,,4:787,1
You did a great job.,you did a great job.,conversation,よくがんばったね。,よくがんばったね。,junior_high,1,4,4,,4:841,1
You should see a doctor.,you should see a doctor.,conversation,医者いしゃに行いったほうがいいよ。,医者いしゃに行いったほうがいいよ。,junior_high,1,4,4,,4:865,1
You shouldn't have.,you shouldn't have.,conversation,気きをつかわせてごめんね。,気きをつかわせてごめんね。,junior_high,1,4,4,,4:876,1
You're right.,you're right.,conversation,そのとおりだね。,そのとおりだね。,junior_high,1,4,4,,4:752,1
Are you busy now?,are you busy now?,conversation,今いま忙いそがしいですか。,今いま忙いそがしいですか。,junior_high,2,3,3,会話表現,3:165,1
Can I speak to Ken?,can i speak to ken?,conversation,ケンさんをお願ねがいします。,ケンさんをお願ねがいします。,junior_high,2,3,3,会話表現,3:438,1
Can I try it on?,can i try it on?,conversation,試着しちゃくしてもいいですか。,試着しちゃくしてもいいですか。,junior_high,2,3,3,会話表現,3:64,1
Can I try this on?,can i try this on?,conversation,これを試着しちゃくしてもいいですか。,これを試着しちゃくしてもいいですか。,junior_high,2,3,3,会話表現,3:223,1
Can you carry this for me?,can you carry this for me?,conversation,これを運はこんでくれる？,これを運はこんでくれる？,junior_high,2,3,3,会話表現,3:69,1
Can you hear me?,can you hear me?,conversation,聞きこえますか。,聞きこえますか。,junior_high,2,3,3,会話表現,3:451,1
Can you take out the trash?,can you take out the trash?,conversation,ごみを出だしてくれる？,ごみを出だしてくれる？,junior_high,2,3,3,会話表現,3:539,1
"Can you wrap it, please?","can you wrap it, please?",conversation,包つつんでもらえますか。,包つつんでもらえますか。,junior_high,2,3,3,会話表現,3:242,1
"Check your email, please.","check your email, please.",conversation,メールを確認かくにんしてください。,メールを確認かくにんしてください。,junior_high,2,3,3,会話表現,3:460,1
Could I have some water?,could i have some water?,conversation,お水みずをいただけますか。,お水みずをいただけますか。,junior_high,2,3,3,会話表現,3:253,1
Could you help me with math?,could you help me with math?,conversation,数学すうがくを手伝てつだってくれますか。,数学すうがくを手伝てつだってくれますか。,junior_high,2,3,3,会話表現,3:207,1
Could you show me the way?,could you show me the way?,conversation,道みちを教おしえてくれますか。,道みちを教おしえてくれますか。,junior_high,2,3,3,会話表現,3:60,1
Do you have a larger size?,do you have a larger size?,conversation,もっと大おおきいサイズはありますか。,もっと大おおきいサイズはありますか。,junior_high,2,3,3,会話表現,3:220,1
Do you take credit cards?,do you take credit cards?,conversation,クレジットカードは使つかえますか。,クレジットカードは使つかえますか。,junior_high,2,3,3,会話表現,3:229,1
Don't forget to lock the door.,don't forget to lock the door.,conversation,ドアのかぎを忘わすれないで。,ドアのかぎを忘わすれないで。,junior_high,2,3,3,会話表現,3:537,1
Don't stay up late.,don't stay up late.,conversation,夜更よふかししないで。,夜更よふかししないで。,junior_high,2,3,3,会話表現,3:366,1
Drink plenty of water.,drink plenty of water.,conversation,水みずをたくさん飲のんで。,水みずをたくさん飲のんで。,junior_high,2,3,3,会話表現,3:368,1
Go straight ahead.,go straight ahead.,conversation,まっすぐ進すすんでください。,まっすぐ進すすんでください。,junior_high,2,3,3,会話表現,3:308,1
Here is your change.,here is your change.,conversation,おつりです。,おつりです。,junior_high,2,3,3,会話表現,3:247,1
How about next Sunday?,how about next sunday?,conversation,次つぎの日曜日にちようびはどう？,次つぎの日曜日にちようびはどう？,junior_high,2,3,3,会話表現,3:126,1
How about some coffee?,how about some coffee?,conversation,コーヒーはどう？,コーヒーはどう？,junior_high,2,3,3,会話表現,3:102,1
How about this one?,how about this one?,conversation,これはどう？,これはどう？,junior_high,2,3,3,会話表現,3:113,1
How are you feeling?,how are you feeling?,conversation,気分きぶんはどうですか。,気分きぶんはどうですか。,junior_high,2,3,3,会話表現,3:341,1
How long does it take?,how long does it take?,conversation,どのくらいかかりますか。,どのくらいかかりますか。,junior_high,2,3,3,会話表現,3:300,1
I appreciate it.,i appreciate it.,conversation,感謝かんしゃしています。,感謝かんしゃしています。,junior_high,2,3,3,会話表現,3:31,1
I can't find my key.,i can't find my key.,conversation,かぎが見みつかりません。,かぎが見みつかりません。,junior_high,2,3,3,会話表現,3:471,1
I caught a cold.,i caught a cold.,conversation,風邪かぜをひきました。,風邪かぜをひきました。,junior_high,2,3,3,会話表現,3:350,1
I didn't practice much.,i didn't practice much.,conversation,あまり練習れんしゅうしませんでした。,あまり練習れんしゅうしませんでした。,junior_high,2,3,3,会話表現,3:429,1
I don't eat meat.,i don't eat meat.,conversation,肉にくは食たべません。,肉にくは食たべません。,junior_high,2,3,3,会話表現,3:286,1
I don't know the answer.,i don't know the answer.,conversation,答こたえがわかりません。,答こたえがわかりません。,junior_high,2,3,3,会話表現,3:203,1
I don't like spicy food.,i don't like spicy food.,conversation,辛からい食べ物たべものは好すきではありません。,辛からい食べ物たべものは好すきではありません。,junior_high,2,3,3,会話表現,3:383,1
I enjoy reading.,i enjoy reading.,conversation,読書どくしょを楽たのしんでいます。,読書どくしょを楽たのしんでいます。,junior_high,2,3,3,会話表現,3:401,1
I feel much better now.,i feel much better now.,conversation,もうずっとよくなりました。,もうずっとよくなりました。,junior_high,2,3,3,会話表現,3:357,1
I forgot my homework.,i forgot my homework.,conversation,宿題しゅくだいを忘わすれました。,宿題しゅくだいを忘わすれました。,junior_high,2,3,3,会話表現,3:179,1
I forgot my ticket.,i forgot my ticket.,conversation,切符きっぷを忘わすれました。,切符きっぷを忘わすれました。,junior_high,2,3,3,会話表現,3:478,1
I got a good score.,i got a good score.,conversation,いい点てんを取とりました。,いい点てんを取とりました。,junior_high,2,3,3,会話表現,3:209,1
I got off at the wrong station.,i got off at the wrong station.,conversation,間違まちがった駅えきで降おりました。,間違まちがった駅えきで降おりました。,junior_high,2,3,3,会話表現,3:313,1
I got your message.,i got your message.,conversation,メッセージを受うけ取とりました。,メッセージを受うけ取とりました。,junior_high,2,3,3,会話表現,3:462,1
I have a fever.,i have a fever.,conversation,熱ねつがあります。,熱ねつがあります。,junior_high,2,3,3,会話表現,3:344,1
I have an appointment.,i have an appointment.,conversation,約束やくそくがあります。,約束やくそくがあります。,junior_high,2,3,3,会話表現,3:559,1
I have plans tomorrow.,i have plans tomorrow.,conversation,明日あしたは予定よていがあります。,明日あしたは予定よていがあります。,junior_high,2,3,3,会話表現,3:143,1
I have to study for the exam.,i have to study for the exam.,conversation,試験勉強しけんべんきょうをしなければなりません。,試験勉強しけんべんきょうをしなければなりません。,junior_high,2,3,3,会話表現,3:192,1
I left it at home.,i left it at home.,conversation,それを家いえに置おいてきました。,それを家いえに置おいてきました。,junior_high,2,3,3,会話表現,3:482,1
I left school early.,i left school early.,conversation,早退そうたいしました。,早退そうたいしました。,junior_high,2,3,3,会話表現,3:187,1
I like this one.,i like this one.,conversation,こちらが好すきです。,こちらが好すきです。,junior_high,2,3,3,会話表現,3:379,1
I lost my wallet.,i lost my wallet.,conversation,財布さいふをなくしました。,財布さいふをなくしました。,junior_high,2,3,3,会話表現,3:473,1
I love autumn leaves.,i love autumn leaves.,conversation,紅葉こうようが大好だいすきです。。,紅葉こうようが大好だいすきです。。,junior_high,2,3,3,会話表現,3:335,1
I need my dictionary.,i need my dictionary.,conversation,辞書じしょが必要ひつようです。,辞書じしょが必要ひつようです。,junior_high,2,3,3,会話表現,3:181,1
I need to make a copy.,i need to make a copy.,conversation,コピーを取とる必要ひつようがあります。,コピーを取とる必要ひつようがあります。,junior_high,2,3,3,会話表現,3:561,1
I need to see a doctor.,i need to see a doctor.,conversation,医者いしゃに診みてもらう必要ひつようがあります。,医者いしゃに診みてもらう必要ひつようがあります。,junior_high,2,3,3,会話表現,3:363,1
I practice every day.,i practice every day.,conversation,毎日まいにち練習れんしゅうします。,毎日まいにち練習れんしゅうします。,junior_high,2,3,3,会話表現,3:410,1
I prefer tea to coffee.,i prefer tea to coffee.,conversation,コーヒーよりお茶ちゃのほうが好すきです。,コーヒーよりお茶ちゃのほうが好すきです。,junior_high,2,3,3,会話表現,3:394,1
I twisted my ankle.,i twisted my ankle.,conversation,足首あしくびをひねりました。,足首あしくびをひねりました。,junior_high,2,3,3,会話表現,3:372,1
I want to go again.,i want to go again.,conversation,また行いきたいです。,また行いきたいです。,junior_high,2,3,3,会話表現,3:572,1
I was stuck in traffic.,i was stuck in traffic.,conversation,渋滞じゅうたいにはまっていました。,渋滞じゅうたいにはまっていました。,junior_high,2,3,3,会話表現,3:564,1
I'll be back by six.,i'll be back by six.,conversation,6時ろくじまでに戻もどります。,6時ろくじまでに戻もどります。,junior_high,2,3,3,会話表現,3:555,1
I'll be right back.,i'll be right back.,conversation,すぐ戻もどるよ。,すぐ戻もどるよ。,junior_high,2,3,3,会話表現,3:97,1
I'll be there at two.,i'll be there at two.,conversation,2時にじに着つきます。,2時にじに着つきます。,junior_high,2,3,3,会話表現,3:157,1
I'll carry it for you.,i'll carry it for you.,conversation,それをあなたのために運はこぶよ。,それをあなたのために運はこぶよ。,junior_high,2,3,3,会話表現,3:82,1
I'll get the door.,i'll get the door.,conversation,ドアを開あけるよ。,ドアを開あけるよ。,junior_high,2,3,3,会話表現,3:86,1
I'll send you the photo.,i'll send you the photo.,conversation,写真しゃしんを送おくるね。,写真しゃしんを送おくるね。,junior_high,2,3,3,会話表現,3:456,1
I'll text you later.,i'll text you later.,conversation,あとでメッセージするね。,あとでメッセージするね。,junior_high,2,3,3,会話表現,3:445,1
I'm a little tired.,i'm a little tired.,conversation,少すこし疲つかれています。,少すこし疲つかれています。,junior_high,2,3,3,会話表現,3:374,1
I'm a little worried.,i'm a little worried.,conversation,少すこし不安ふあんです。,少すこし不安ふあんです。,junior_high,2,3,3,会話表現,3:423,1
I'm doing the laundry.,i'm doing the laundry.,conversation,洗濯せんたくをしています。,洗濯せんたくをしています。,junior_high,2,3,3,会話表現,3:542,1
I'm free this afternoon.,i'm free this afternoon.,conversation,今日きょうの午後ごごは空あいています。,今日きょうの午後ごごは空あいています。,junior_high,2,3,3,会話表現,3:141,1
I'm going to the station.,i'm going to the station.,conversation,駅えきに行いきます。,駅えきに行いきます。,junior_high,2,3,3,会話表現,3:289,1
I'm happy for you.,i'm happy for you.,conversation,あなたのことがうれしいよ。,あなたのことがうれしいよ。,junior_high,2,3,3,会話表現,3:517,1
I'm interested in art.,i'm interested in art.,conversation,美術びじゅつに興味きょうみがあります。,美術びじゅつに興味きょうみがあります。,junior_high,2,3,3,会話表現,3:399,1
I'm leaving on Monday.,i'm leaving on monday.,conversation,月曜日げつようびに出発しゅっぱつします。,月曜日げつようびに出発しゅっぱつします。,junior_high,2,3,3,会話表現,3:146,1
I'm nervous about the test.,i'm nervous about the test.,conversation,テストが心配しんぱいです。,テストが心配しんぱいです。,junior_high,2,3,3,会話表現,3:212,1
I'm on my lunch break.,i'm on my lunch break.,conversation,昼休ひるやすみ中ちゅうです。,昼休ひるやすみ中ちゅうです。,junior_high,2,3,3,会話表現,3:570,1
I'm on my way.,i'm on my way.,conversation,今いま向むかっています。,今いま向むかっています。,junior_high,2,3,3,会話表現,3:154,1
I'm on the school team.,i'm on the school team.,conversation,学校がっこうのチームに入はいっています。,学校がっこうのチームに入はいっています。,junior_high,2,3,3,会話表現,3:412,1
I'm out of money.,i'm out of money.,conversation,お金かねが足たりません。,お金かねが足たりません。,junior_high,2,3,3,会話表現,3:245,1
I'm ready to go.,i'm ready to go.,conversation,出でかける準備じゅんびができました。,出でかける準備じゅんびができました。,junior_high,2,3,3,会話表現,3:168,1
I'm ready to order.,i'm ready to order.,conversation,注文ちゅうもんの準備じゅんびができました。,注文ちゅうもんの準備じゅんびができました。,junior_high,2,3,3,会話表現,3:258,1
I'm running late.,i'm running late.,conversation,少すこし遅おくれています。,少すこし遅おくれています。,junior_high,2,3,3,会話表現,3:174,1
Is breakfast included?,is breakfast included?,conversation,朝食ちょうしょくはついていますか。,朝食ちょうしょくはついていますか。,junior_high,2,3,3,会話表現,3:275,1
