expression,normalized_expression,entry_kind,meaning_ja_primary,meaning_ja_all,parari_level,importance,min_eiken_level,eiken_levels,label_raw_all,source_refs,row_count
uncomfortable,uncomfortable,word,心地ここちの悪わるい,心地ここちの悪わるい / 心地の悪い，不快な,junior_high,2,3,3;2,形容詞,3:1137;2:1425,2
unfair,unfair,word,不公平ふこうへいな，不当ふとうな,不公平ふこうへいな，不当ふとうな,junior_high,2,3,3,形容詞,3:950,1
unhappy,unhappy,word,不幸ふこうな,不幸ふこうな,junior_high,2,3,3,形容詞,3:699,1
uniform,uniform,word,制服せいふく,制服せいふく,junior_high,2,3,3,名詞,3:1060,1
universe,universe,word,宇宙うちゅう,宇宙うちゅう / 宇宙，宙域,junior_high,1,3,3;pre2;2,名詞,3:1072;pre2:855;2:1561,3
university,university,word,大学だいがく,大学だいがく / 大学，大学校,junior_high,1,3,3;pre2;2,名詞,3:183;pre2:835;2:1753,3
until,until,word,まで，までは,まで，までは / までに，まで,junior_high,1,3,3;pre2;2,前置詞;接続詞/前置詞,3:35;pre2:1240;2:75,3
unused,unused,word,未使用みしようの,未使用みしようの,junior_high,2,3,3,形容詞,3:1011,1
valley,valley,word,谷たに,谷たに,junior_high,2,3,3,名詞,3:861,1
violence,violence,word,暴力ぼうりょく,暴力ぼうりょく / 暴力，乱暴,junior_high,1,3,3;pre2;2,名詞,3:701;pre2:1127;2:764,3
visitor,visitor,word,観光客かんこうきゃく,観光客かんこうきゃく,junior_high,2,3,3,名詞,3:400,1
wallet,wallet,word,さいふ,さいふ,junior_high,2,3,3,名詞,3:351,1
warn,warn,word,警告けいこくする,警告けいこくする / 警告する，警戒する,junior_high,1,3,3;pre2;2,動詞,3:589;pre2:199;2:992,3
weapon,weapon,word,武器ぶき,武器ぶき,junior_high,2,3,3,名詞,3:1101,1
weekend,weekend,word,週末しゅうまつに,週末しゅうまつに,junior_high,2,3,3,名詞,3:2,1
weekly,weekly,word,週刊しゅうかんの,週刊しゅうかんの,junior_high,2,3,3,形容詞,3:916,1
well-known,well-known,word,有名ゆうめいな,有名ゆうめいな / よく知られた，有名な,junior_high,1,3,3;pre2;2,形容詞,3:1081;pre2:500;2:1236,3
wet,wet,word,濡ぬれている,濡ぬれている,junior_high,2,3,3,形容詞,3:944,1
whole,whole,word,全すべての,全すべての / 全部の，すべての,junior_high,1,3,3;pre2;2,形容詞,3:692;pre2:1063;2:1905,3
wide,wide,word,幅はばの広ひろい,幅はばの広ひろい,junior_high,2,3,3,形容詞,3:296,1
win,win,word,勝かつ,勝かつ,junior_high,2,3,3,動詞,3:109,1
within,within,word,以内いないで,以内いないで / 以内で，内部で,junior_high,1,3,3;pre2;2,前置詞,3:662;pre2:440;2:1414,3
without,without,word,～なしに,～なしに,junior_high,2,3,3,前置詞,3:334,1
won,won,word,勝かった,勝かった,junior_high,2,3,3,動詞,3:640,1
wonder,wonder,word,不思議ふしぎに思おもう,不思議ふしぎに思おもう / かなと思う,junior_high,2,3,3;pre2,動詞,3:817;pre2:1160,2
worth,worth,word,の価値かちがある,の価値かちがある / の価値がある，（～するに）値する,junior_high,1,3,3;pre2;2,形容詞,3:708;pre2:384;2:276,3
wrap,wrap,word,を包つつむ,を包つつむ / を包む，巻きつける,junior_high,1,3,3;2;pre1,動詞,3:878;2:491;pre1:170,3
wrong,wrong,word,間違まちがった,間違まちがった / 間違い，誤った,junior_high,1,3,3;pre2;2,形容詞,3:325;pre2:437;2:1866,3
yen,yen,word,円えん,円えん,junior_high,2,3,3,名詞,3:1016,1
yet,yet,word,まだ，今いまのところは,まだ，今いまのところは / もう，すでに,junior_high,2,3,3,副詞,3:973;3:1142,2
abandon,abandon,word,を捨て去る，放棄する,を捨て去る，放棄する,high_school,1,pre2,pre2;2;pre1,動詞,pre2:796;2:655;pre1:3051,3
ability,ability,word,能力，力量,能力，力量,high_school,2,pre2,pre2;2,名詞,pre2:1106;2:84,2
absolutely,absolutely,word,絶対に，必ず,絶対に，必ず,high_school,2,pre2,pre2;2,副詞,pre2:739;2:1729,2
absorb,absorb,word,を吸収する，吸い取る,を吸収する，吸い取る,high_school,1,pre2,pre2;2;pre1,動詞,pre2:675;2:648;pre1:3143,3
academic,academic,word,学術の，大学の,学術の，大学の,high_school,2,pre2,pre2;2,形容詞,pre2:298;2:1381,2
accidentally,accidentally,word,誤って，知らずに,誤って，知らずに,high_school,2,pre2,pre2;2,副詞,pre2:1299;2:196,2
accompany,accompany,word,に付き添う，に同行する,に付き添う，に同行する,high_school,1,pre2,pre2;2;pre1,動詞,pre2:568;2:100;pre1:3102,3
accomplish,accomplish,word,を成し遂げる，完成する,を成し遂げる，完成する,high_school,2,pre2,pre2;2,動詞,pre2:202;2:468,2
according,according,word,による，準じて,による，準じて,high_school,2,pre2,pre2;2,前置詞;副詞,pre2:846;2:1023,2
account,account,word,銀行口座,銀行口座,high_school,2,pre2,pre2;2,名詞,pre2:1214;2:2001,2
accurate,accurate,word,正確な，的確な,正確な，的確な,high_school,2,pre2,pre2;2,形容詞,pre2:965;2:119,2
accuse,accuse,word,告発する，告発,告発する，告発,high_school,1,pre2,pre2;2;pre1,動詞,pre2:263;2:1909;pre1:420,3
achieve,achieve,word,を達成する，到達する,を達成する，到達する,high_school,2,pre2,pre2;2,動詞,pre2:161;2:147,2
achievement,achievement,word,達成，成就,達成，成就,high_school,2,pre2,pre2;2,名詞,pre2:992;2:1537,2
active,active,word,活動的な，活気のある,活動的な，活気のある,high_school,2,pre2,pre2;2,形容詞,pre2:1360;2:297,2
activist,activist,word,行動主義者，活動家,行動主義者，活動家,high_school,2,pre2,pre2;2,名詞,pre2:1000;2:1721,2
activity,activity,word,活動,活動,high_school,2,pre2,pre2,名詞,pre2:63,1
actual,actual,word,現実の，事実の,現実の，事実の,high_school,2,pre2,pre2;2,形容詞,pre2:1140;2:1560,2
adapt,adapt,word,に適合させる，調整する,に適合させる，調整する,high_school,2,pre2,pre2;2,動詞,pre2:533;2:1320,2
addition,addition,word,追加，付加,追加，付加,high_school,2,pre2,pre2;2,名詞,pre2:856;2:1187,2
additionally,additionally,word,加えて，さらに，追加で,加えて，さらに，追加で,high_school,2,pre2,pre2;2,副詞,pre2:1255;2:107,2
administration,administration,word,機関，運営,機関，運営,high_school,2,pre2,pre2;2,名詞,pre2:273;2:1832,2
admire,admire,word,を賞賛する，を賛美する,を賞賛する，を賛美する,high_school,2,pre2,pre2;2,動詞,pre2:1068;2:1314,2
admission,admission,word,入場，入場料,入場，入場料,high_school,1,pre2,pre2;2;pre1,名詞,pre2:717;2:894;pre1:3357,3
admit,admit,word,を認める，入ることを許す,を認める，入ることを許す,high_school,2,pre2,pre2;2,動詞,pre2:530;2:523,2
adopt,adopt,word,を自分のものにする，を取り入れる,を自分のものにする，を取り入れる,high_school,2,pre2,pre2;2,動詞,pre2:937;2:142,2
advantage,advantage,word,有利，利点,有利，利点,high_school,2,pre2,pre2;2,名詞,pre2:41;2:364,2
advertise,advertise,word,宣伝する，広告する,宣伝する，広告する,high_school,2,pre2,pre2;2,動詞,pre2:664;2:1291,2
advertising,advertising,word,広告，宣伝,広告，宣伝,high_school,2,pre2,pre2;2,名詞,pre2:853;2:1292,2
advocate,advocate,word,提唱する，主張する,提唱する，主張する,high_school,1,pre2,pre2;2;pre1,動詞,pre2:1038;2:1457;pre1:3128,3
affair,affair,word,事柄，問題,事柄，問題,high_school,2,pre2,pre2;2,名詞,pre2:658;2:1274,2
afford,afford,word,余裕がある，ゆとりがある,余裕がある，ゆとりがある,high_school,2,pre2,pre2;2,動詞,pre2:897;2:1182,2
agenda,agenda,word,議題,議題,high_school,2,pre2,pre2,名詞,pre2:1164,1
agent,agent,word,代理人，代表者,代理人，代表者,high_school,2,pre2,pre2;2,名詞,pre2:187;2:1410,2
agreement,agreement,word,同意，賛成,同意，賛成,high_school,2,pre2,pre2;2,名詞,pre2:825;2:1455,2
agriculture,agriculture,word,農業，耕作,農業，耕作,high_school,2,pre2,pre2;2,名詞,pre2:731;2:1744,2
aid,aid,word,援助/助ける,援助/助ける,high_school,1,pre2,pre2;2;pre1,名詞;名詞/動詞,pre2:815;2:729;pre1:3366,3
aim,aim,word,ねらいをつける，狙う,ねらいをつける，狙う,high_school,2,pre2,pre2;2,動詞,pre2:998;2:1900,2
aircraft,aircraft,word,航空機，飛行機,航空機，飛行機,high_school,2,pre2,pre2;2,名詞,pre2:1171;2:1781,2
alike,alike,word,よく似た，類似の,よく似た，類似の,high_school,2,pre2,pre2;2,形容詞,pre2:924;2:1952,2
alliance,alliance,word,同盟，協定,同盟，協定,high_school,1,pre2,pre2;2;pre1,名詞,pre2:740;2:1918;pre1:3202,3
allow,allow,word,を許可する，許す,を許可する，許す,high_school,2,pre2,pre2;2,動詞,pre2:170;2:85,2
ally,ally,word,と同盟する，連合する,と同盟する，連合する / と同盟する，手を結ぶ,high_school,1,pre2,pre2;2;pre1,動詞,pre2:544;2:1095;pre1:459,3
alter,alter,word,を変える，を改変する,を変える，を改変する,high_school,2,pre2,pre2;2,動詞,pre2:762;2:1877,2
alternative,alternative,word,代替物，代案,代替物，代案,high_school,2,pre2,pre2;2,名詞,pre2:878;2:694,2
amendment,amendment,word,修正，改訂,修正，改訂,high_school,2,pre2,pre2;2,名詞,pre2:1219;2:1403,2
analysis,analysis,word,分析，解析,分析，解析,high_school,2,pre2,pre2;2,名詞,pre2:406;2:1855,2
analyst,analyst,word,分析者,分析者,high_school,2,pre2,pre2,名詞,pre2:414,1
analyze,analyze,word,を分析する，分解する,を分析する，分解する,high_school,2,pre2,pre2;2,動詞,pre2:1260;2:120,2
ancestor,ancestor,word,祖先，先祖,祖先，先祖,high_school,1,pre2,pre2;2;pre1,名詞,pre2:179;2:742;2:2164;pre1:3298,4
ancient,ancient,word,古代の，大昔の,古代の，大昔の,high_school,2,pre2,pre2;2,形容詞,pre2:168;2:458,2
ankle,ankle,word,足首，くるぶし,足首，くるぶし,high_school,1,pre2,pre2;2;pre1,名詞,pre2:1358;2:294;pre1:144,3
anniversary,anniversary,word,～周年，記念日,～周年，記念日,high_school,2,pre2,pre2;2,名詞,pre2:1173;2:329,2
annoy,annoy,word,いらだたせる，怒らせる,いらだたせる，怒らせる,high_school,1,pre2,pre2;2;pre1,動詞,pre2:329;2:1028;pre1:3003,3
annually,annually,word,毎年の，年一回ずつ,毎年の，年一回ずつ,high_school,2,pre2,pre2;2,副詞,pre2:1285;2:156,2
anxiety,anxiety,word,心配，不安,心配，不安,high_school,2,pre2,pre2;2,名詞,pre2:789;2:108,2
anxious,anxious,word,心配した，不安な,心配した，不安な,high_school,2,pre2,pre2;2,形容詞,pre2:460;2:457,2
apart,apart,word,離れて，遠くに,離れて，遠くに,high_school,2,pre2,pre2;2,副詞,pre2:1188;2:1668,2
apologize,apologize,word,謝る，謝罪する,謝る，謝罪する,high_school,1,pre2,pre2;2;pre1,動詞,pre2:132;2:2134;pre1:284,3
apology,apology,word,謝罪，お詫び,謝罪，お詫び,high_school,1,pre2,pre2;2;pre1,名詞,pre2:1329;2:251;pre1:228,3
apparently,apparently,word,見たらわかる、一見すると,見たらわかる、一見すると,high_school,2,pre2,pre2;2,副詞,pre2:155;2:1298,2
appeal,appeal,word,訴える，告発する，告訴する,訴える，告発する，告訴する,high_school,2,pre2,pre2;2,動詞,pre2:1009;2:714,2
appear,appear,word,現れる，出現する,現れる，出現する,high_school,2,pre2,pre2;2,動詞,pre2:467;2:690,2
appearance,appearance,word,出現，外見,出現，外見,high_school,2,pre2,pre2;2,名詞,pre2:865;2:737,2
appoint,appoint,word,任命する，指定する,任命する，指定する,high_school,1,pre2,pre2;2;pre1,動詞,pre2:1095;2:1271;pre1:3111,3
appointment,appointment,word,予定，約束,予定，約束,high_school,2,pre2,pre2;2,名詞,pre2:1301;2:198,2
appreciate,appreciate,word,感謝する，ありがたがる,感謝する，ありがたがる,high_school,2,pre2,pre2;2,動詞,pre2:1193;2:1031,2
approach,approach,word,に近づく，接近する,に近づく，接近する,high_school,2,pre2,pre2;2,動詞,pre2:270;2:125,2
appropriate,appropriate,word,適当な,適当な / 適当な，充当する,high_school,1,pre2,pre2;2;pre1,形容詞,pre2:700;2:2181;pre1:3277,3
approval,approval,word,承認，認可,承認，認可,high_school,2,pre2,pre2;2,名詞,pre2:666;2:1719,2
architect,architect,word,建築家,建築家,high_school,1,pre2,pre2;2;pre1,名詞,pre2:821;2:2043;pre1:866,3
argue,argue,word,だと主張する，感情的に論じる,だと主張する，感情的に論じる,high_school,2,pre2,pre2;2,動詞,pre2:644;2:35,2
argument,argument,word,議論，口論,議論，口論,high_school,2,pre2,pre2;2,名詞,pre2:178;2:854,2
arise,arise,word,起こる，現れる,起こる，現れる,high_school,2,pre2,pre2;2,動詞,pre2:1161;2:1567,2
armed,armed,word,武装した，装備した,武装した，装備した,high_school,2,pre2,pre2;2,形容詞,pre2:482;2:1229,2
arms,arms,word,武器，兵器,武器，兵器,high_school,2,pre2,pre2;2,名詞,pre2:952;2:1142,2
arrange,arrange,word,整える，を配置する,整える，を配置する,high_school,2,pre2,pre2;2,動詞,pre2:1310;2:221,2
arrangement,arrangement,word,配置，配列,配置，配列,high_school,2,pre2,pre2;2,名詞,pre2:1462;2:451,2
arrival,arrival,word,到着，到達,到着，到達,high_school,2,pre2,pre2;2,名詞,pre2:159;2:1101,2
arrogant,arrogant,word,傲慢な，横柄な,傲慢な，横柄な,high_school,1,pre2,pre2;2;pre1,形容詞,pre2:1430;2:408;pre1:1658,3
article,article,word,記事，論文,記事，論文,high_school,2,pre2,pre2;2,名詞,pre2:171;2:740,2
artificial,artificial,word,人工的な，人造の,人工的な，人造の,high_school,2,pre2,pre2;2,形容詞,pre2:1269;2:131,2
asleep,asleep,word,眠っている，寝ている,眠っている，寝ている,high_school,2,pre2,pre2;2,形容詞,pre2:95;2:1726,2
aspect,aspect,word,局面，側面，表情,局面，側面，表情,high_school,2,pre2,pre2;2,名詞,pre2:618;2:454,2
assault,assault,word,暴行，攻撃,暴行，攻撃,high_school,1,pre2,pre2;2;pre1,名詞,pre2:370;2:1199;pre1:2157,3
assessment,assessment,word,評価，査定,評価，査定,high_school,2,pre2,pre2;2,名詞,pre2:337;2:1997,2
asset,asset,word,資産，財産,資産，財産,high_school,1,pre2,pre2;2;pre1,名詞,pre2:349;2:1491;pre1:3041,3
assignment,assignment,word,割り当て，配分,割り当て，配分,high_school,1,pre2,pre2;2;pre1,名詞,pre2:1307;2:215;pre1:869,3
assistance,assistance,word,支援，手伝い,支援，手伝い,high_school,2,pre2,pre2;2,名詞,pre2:724;2:415,2
associate,associate,word,結びつけて考える，賛同する,結びつけて考える，賛同する,high_school,1,pre2,pre2;2;pre1,動詞,pre2:997;2:1237;pre1:3274,3
association,association,word,協会，連合,協会，連合,high_school,2,pre2,pre2;2,名詞,pre2:524;2:1252,2
assumption,assumption,word,想定，仮説,想定，仮説,high_school,1,pre2,pre2;2;pre1,名詞,pre2:812;2:1690;pre1:3161,3
astronaut,astronaut,word,宇宙飛行士,宇宙飛行士,high_school,2,pre2,pre2;pre1,名詞,pre2:830;pre1:1052,2
atmosphere,atmosphere,word,雰囲気，気候,雰囲気，気候,high_school,2,pre2,pre2;2,名詞,pre2:1099;2:1255,2
attach,attach,word,を貼り付ける，を貼る,を貼り付ける，を貼る,high_school,1,pre2,pre2;2;pre1,動詞,pre2:772;2:200;pre1:3320,3
attempt,attempt,word,試み，試練,試み，試練,high_school,2,pre2,pre2;2,名詞,pre2:536;2:1924,2
attitude,attitude,word,態度，姿勢,態度，姿勢,high_school,2,pre2,pre2;2,名詞,pre2:162;2:235,2
attorney,attorney,word,弁護士，代理人,弁護士，代理人,high_school,2,pre2,pre2;2,名詞,pre2:708;2:1097,2
attract,attract,word,引きつける，魅了する,引きつける，魅了する,high_school,2,pre2,pre2;2,動詞,pre2:91;2:1614,2
attractive,attractive,word,魅力的な，興味をそそる,魅力的な，興味をそそる,high_school,2,pre2,pre2;2,形容詞,pre2:608;2:30,2
attribute,attribute,word,に帰する,に帰する,high_school,1,pre2,pre2;2;pre1,動詞,pre2:257;2:2081;pre1:3150,3
author,author,word,著者，作者,著者，作者,high_school,2,pre2,pre2;2,名詞,pre2:983;2:1358,2
authority,authority,word,権威，権力,権威，権力,high_school,2,pre2,pre2;2,名詞,pre2:603;2:1318,2
automobile,automobile,word,自動車，乗用車,自動車，乗用車,high_school,2,pre2,pre2;2,名詞,pre2:283;2:1752,2
available,available,word,利用できる，使用可能な,利用できる，使用可能な,high_school,2,pre2,pre2;2,形容詞,pre2:3;2:190,2
avoid,avoid,word,を避ける，を回避する,を避ける，を回避する,high_school,2,pre2,pre2;2,動詞,pre2:1124;2:144,2
aware,aware,word,気づいている，知っている,気づいている，知っている,high_school,2,pre2,pre2;2,形容詞,pre2:577;2:1423,2
awareness,awareness,word,気づき，認識,気づき，認識,high_school,2,pre2,pre2;2,名詞,pre2:955;2:1062,2
awful,awful,word,ひどい，恐ろしい,ひどい，恐ろしい,high_school,2,pre2,pre2;2,形容詞,pre2:560;2:1226,2
bare,bare,word,裸の，露出の,裸の，露出の,high_school,2,pre2,pre2;2,形容詞,pre2:1012;2:1528,2
barely,barely,word,かろうじて，やっと,かろうじて，やっと,high_school,1,pre2,pre2;2;pre1,副詞,pre2:1320;2:241;pre1:3182,3
basis,basis,word,土台，根拠,土台，根拠,high_school,2,pre2,pre2;2,名詞,pre2:1119;2:1512,2
battery,battery,word,電池，蓄電池,電池，蓄電池,high_school,2,pre2,pre2;2,名詞,pre2:1015;2:1193,2
behave,behave,word,振る舞う，立ち振舞う,振る舞う，立ち振舞う,high_school,2,pre2,pre2;2,動詞,pre2:83;2:217,2
belief,belief,word,信念，信条,信念，信条,high_school,2,pre2,pre2;2,名詞,pre2:166;2:1216,2
bend,bend,word,曲げる,曲げる / 曲げる，湾曲させる,high_school,2,pre2,pre2;2,動詞,pre2:911;2:744,2
benefit,benefit,word,利益/に利益をもたらす,利益/に利益をもたらす,high_school,2,pre2,pre2;2,名詞;名詞/動詞,pre2:928;2:21,2
bet,bet,word,賭ける，博打をする,賭ける，博打をする,high_school,2,pre2,pre2;2,動詞,pre2:1039;2:1311,2
betray,betray,word,を裏切る，をだます,を裏切る，をだます,high_school,1,pre2,pre2;2;pre1,動詞,pre2:1243;2:78;pre1:357,3
bill,bill,word,請求書，勘定書,請求書，勘定書,high_school,2,pre2,pre2;2,名詞,pre2:373;2:1082,2
bind,bind,word,縛りつける，束ねる,縛りつける，束ねる,high_school,2,pre2,pre2;2,動詞,pre2:319;2:1189,2
biological,biological,word,生物学上の，生物的な,生物学上の，生物的な,high_school,2,pre2,pre2;2,形容詞,pre2:650;2:1282,2
bishop,bishop,word,司教，教会の指導者,司教，教会の指導者,high_school,1,pre2,pre2;2;pre1,名詞,pre2:719;2:1241;pre1:2031,3
bite,bite,word,を噛む，かじる,を噛む，かじる,high_school,2,pre2,pre2;2,動詞,pre2:152;2:1606,2
bitter,bitter,word,苦い，えぐい,苦い，えぐい,high_school,2,pre2,pre2;2,形容詞,pre2:634;2:1005,2
blame,blame,word,を非難する，批判する,を非難する，批判する,high_school,1,pre2,pre2;2;pre1,動詞,pre2:1377;2:328;pre1:181,3
block,block,word,を妨げる，を阻害する,を妨げる，を阻害する,high_school,2,pre2,pre2;2,動詞,pre2:943;2:1177,2
bloody,bloody,word,血の，血液の,血の，血液の,high_school,2,pre2,pre2;2,形容詞,pre2:1187;2:1175,2
bond,bond,word,拘束，束縛,拘束，束縛,high_school,1,pre2,pre2;2;pre1,名詞,pre2:493;2:1317;pre1:616,3
bored,bored,word,退屈した，つまらない,退屈した，つまらない,high_school,2,pre2,pre2;2,形容詞,pre2:539;2:1036,2
boundary,boundary,word,境界，限界,境界，限界,high_school,2,pre2,pre2;2,名詞,pre2:936;2:1299,2
bravely,bravely,word,勇気をもって,勇気をもって / 勇敢に，りっぱに,high_school,2,pre2,pre2;2,副詞,pre2:693;2:670,2
breast,breast,word,胸部，胸,胸部，胸,high_school,2,pre2,pre2;2,名詞,pre2:1139;2:1897,2
breath,breath,word,息，呼吸,息，呼吸,high_school,2,pre2,pre2;2,名詞,pre2:851;2:626,2
breathe,breathe,word,呼吸をする,呼吸をする,high_school,2,pre2,pre2,動詞,pre2:92,1
brick,brick,word,れんが，れんが状のもの,れんが，れんが状のもの,high_school,2,pre2,pre2;2,名詞,pre2:940;2:1511,2
brief,brief,word,短い，短時間の,短い，短時間の,high_school,2,pre2,pre2;2,形容詞,pre2:1024;2:1759,2
briefly,briefly,word,簡単に，手短に,簡単に，手短に,high_school,1,pre2,pre2;2;pre1,副詞,pre2:264;2:1431;pre1:3095,3
brightness,brightness,word,輝度，明るさ,輝度，明るさ,high_school,2,pre2,pre2;2,名詞,pre2:1392;2:352,2
brilliant,brilliant,word,優れた，光り輝く,優れた，光り輝く,high_school,2,pre2,pre2;2,形容詞,pre2:1289;2:170,2
broad,broad,word,広い，拡大する,広い，拡大する,high_school,2,pre2,pre2;2,形容詞,pre2:989;2:1515,2
broadcast,broadcast,word,放送する,放送する / 放送する，発信する,high_school,2,pre2,pre2;2,動詞,pre2:921;2:1200,2
bullet,bullet,word,弾丸,弾丸,high_school,2,pre2,pre2,名詞,pre2:1135,1
calculate,calculate,word,計算する，算出する,計算する，算出する,high_school,2,pre2,pre2;2,動詞,pre2:1080;2:1542,2
capable,capable,word,可能性がある，才能のある,可能性がある，才能のある,high_school,2,pre2,pre2;2,形容詞,pre2:637;2:1601,2
carbon,carbon,word,炭素，炭素素子,炭素，炭素素子,high_school,2,pre2,pre2;2,名詞,pre2:930;2:1483,2
cast,cast,word,投げる，放る,投げる，放る,high_school,2,pre2,pre2;2,動詞,pre2:1189;2:1643,2
cause,cause,word,原因/の原因となる,原因/の原因となる,high_school,2,pre2,pre2;2,名詞;動詞,pre2:1043;2:301,2
ceiling,ceiling,word,天井，屋根,天井，屋根,high_school,2,pre2,pre2;2,名詞,pre2:515;2:632,2
celebration,celebration,word,お祝い，祝典,お祝い，祝典,high_school,2,pre2,pre2;2,名詞,pre2:1325;2:246,2
cell,cell,word,細胞，マス目,細胞，マス目,high_school,2,pre2,pre2;2,名詞,pre2:1283;2:153,2
chairman,chairman,word,会長,会長,high_school,2,pre2,pre2,名詞,pre2:508,1
chamber,chamber,word,小部屋，個室,小部屋，個室,high_school,2,pre2,pre2;2,名詞,pre2:743;2:989,2
chapter,chapter,word,章，区切り,章，区切り,high_school,2,pre2,pre2;2,名詞,pre2:867;2:1549,2
characteristic,characteristic,word,特有の，独特の,特有の，独特の,high_school,2,pre2,pre2;2,形容詞,pre2:1040;2:315,2
chase,chase,word,を追跡する，追いかける/追跡,を追跡する，追いかける/追跡,high_school,2,pre2,pre2;2,動詞,pre2:1383;2:340,2
chest,chest,word,たんす，チェスト,たんす，チェスト,high_school,2,pre2,pre2;2,名詞,pre2:602;2:1605,2
chew,chew,word,嚙む,嚙む / を噛む,high_school,2,pre2,pre2;pre1,動詞,pre2:966;pre1:413,2
childhood,childhood,word,子供時代，幼少期,子供時代，幼少期,high_school,2,pre2,pre2;2,名詞,pre2:200;2:444,2
circumstance,circumstance,word,状況，環境,状況，環境,high_school,2,pre2,pre2;2,名詞,pre2:710;2:1148,2
citizen,citizen,word,市民，国民,市民，国民,high_school,2,pre2,pre2;2,名詞,pre2:351;2:1191,2
civilian,civilian,word,民間人，一般市民,民間人，一般市民,high_school,2,pre2,pre2;2,名詞,pre2:920;2:1029,2
civilization,civilization,word,文明，文明社会,文明，文明社会,high_school,2,pre2,pre2;2,名詞,pre2:814;2:318,2
civilized,civilized,word,発達した文明をもつ，教養の高い,発達した文明をもつ，教養の高い,high_school,2,pre2,pre2;2,形容詞,pre2:541;2:1426,2
clerk,clerk,word,事務員，社員,事務員，社員,high_school,2,pre2,pre2;2,名詞,pre2:915;2:1257,2
client,client,word,顧客,顧客,high_school,2,pre2,pre2,名詞,pre2:252,1
closely,closely,word,綿密に，詳細に,綿密に，詳細に,high_school,2,pre2,pre2;2,副詞,pre2:1211;2:1955,2
clothing,clothing,word,衣料品，服,衣料品，服,high_school,2,pre2,pre2;2,名詞,pre2:16;2:1676,2
clue,clue,word,手がかり，糸口,手がかり，糸口,high_school,2,pre2,pre2;2,名詞,pre2:416;2:1099,2
coalition,coalition,word,連立，連合,連立，連合,high_school,1,pre2,pre2;2;pre1,名詞,pre2:759;2:1874;pre1:2026,3
coast,coast,word,海岸，沿岸地域,海岸，沿岸地域,high_school,2,pre2,pre2;2,名詞,pre2:822;2:1465,2
collaboration,collaboration,word,共同，共作，協力,共同，共作，協力,high_school,1,pre2,pre2;2;pre1,名詞,pre2:1473;2:472;pre1:2385,3
collapse,collapse,word,崩壊する，つぶれる,崩壊する，つぶれる,high_school,1,pre2,pre2;2;pre1,動詞,pre2:1371;2:320;pre1:3257,3
combat,combat,word,戦闘，闘争,戦闘，闘争,high_school,1,pre2,pre2;2;pre1,名詞,pre2:542;2:1350;pre1:3181,3
combine,combine,word,を結合させる，合同する,を結合させる，合同する,high_school,2,pre2,pre2;2,動詞,pre2:203;2:841,2
comedy,comedy,word,喜劇，茶番,喜劇，茶番,high_school,2,pre2,pre2;2,名詞,pre2:738;2:1920,2
comfort,comfort,word,快適さ/慰める,快適さ/慰める,high_school,2,pre2,pre2;2,名詞,pre2:798;2:1197,2
commander,commander,word,司令官，指揮官,司令官，指揮官,high_school,2,pre2,pre2;2,名詞,pre2:1120;2:1889,2
commercial,commercial,word,商業の，商取引の,商業の，商取引の,high_school,2,pre2,pre2;2,形容詞,pre2:669;2:1507,2
commission,commission,word,手数料，委任状,手数料，委任状,high_school,1,pre2,pre2;2;pre1,名詞,pre2:420;2:1925;pre1:3096,3
commitment,commitment,word,約束，委託,約束，委託,high_school,2,pre2,pre2;2,名詞,pre2:1044;2:1003,2
community,community,word,共同社会，共同体,共同社会，共同体,high_school,2,pre2,pre2;2,名詞,pre2:233;2:1209,2
compare,compare,word,を比較する，をたとえる,を比較する，をたとえる,high_school,2,pre2,pre2;2,動詞,pre2:1233;2:52,2
compete,compete,word,競争する，争う,競争する，争う,high_school,2,pre2,pre2;2,動詞,pre2:369;2:1049,2
competition,competition,word,競争,競争,high_school,2,pre2,pre2,名詞,pre2:316,1
competitive,competitive,word,競争力のある，競争による,競争力のある，競争による,high_school,2,pre2,pre2;2,形容詞,pre2:366;2:1675,2
competitor,competitor,word,競合他社，競争相手,競合他社，競争相手,high_school,1,pre2,pre2;2;pre1,名詞,pre2:1443;2:427;pre1:305,3
complete,complete,word,完全な，全部の,完全な，全部の,high_school,2,pre2,pre2;2,形容詞,pre2:546;2:155,2
completely,completely,word,完全に，全く,完全に，全く,high_school,2,pre2,pre2;2,副詞,pre2:1076;2:646,2
complex,complex,word,複雑な，複合の,複雑な，複合の,high_school,2,pre2,pre2;2,形容詞,pre2:326;2:705,2
complicated,complicated,word,複雑な，繁雑な,複雑な，繁雑な,high_school,1,pre2,pre2;2;pre1,形容詞,pre2:547;2:74;pre1:224,3
component,component,word,成分,成分,high_school,2,pre2,pre2;pre1,名詞,pre2:629;pre1:3264,2
compose,compose,word,を構成する，作曲する,を構成する，作曲する,high_school,1,pre2,pre2;2;pre1,動詞,pre2:596;2:379;pre1:3026,3
composer,composer,word,作曲，楽曲制作,作曲，楽曲制作,high_school,1,pre2,pre2;2;pre1,名詞,pre2:1315;2:228;pre1:426,3
compound,compound,word,調合する，調合品を作る,調合する，調合品を作る,high_school,2,pre2,pre2;2,動詞,pre2:953;2:1688,2
comprehensive,comprehensive,word,包括的な，理解力のある,包括的な，理解力のある,high_school,2,pre2,pre2;2,形容詞,pre2:472;2:1536,2
